age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
46,Private,137417,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,Mexico,<=50K
46,Local-gov,142986,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,0,Japan,<=50K
47,Private,157402,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,0,Japan,<=50K
43,Self-emp-not-inc,182497,Masters,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
47,Private,200720,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
51,Private,65409,Some-college,Never-married,Sales,Husband,White,Male,0,0,0,Mexico,<=50K
43,Local-gov,200171,HS-grad,Married-civ-spouse,Exec-managerial,Unmarried,Black,Male,0,0,0,Japan,>50K
45,Private,193486,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,Japan,<=50K
47,Local-gov,135678,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,0,Mexico,<=50K
46,Local-gov,131198,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,0,0,0,Mexico,>50K
48,Local-gov,183920,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,Japan,>50K
48,Local-gov,73768,11th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Private,173782,Some-college,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,0,Japan,<=50K
42,Self-emp-not-inc,171744,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,0,Japan,<=50K
41,Local-gov,194064,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,Japan,<=50K
46,Private,100800,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,0,Mexico,<=50K
45,Private,133609,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,1,0,0,Mexico,>50K
44,Private,140805,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,1,0,0,Mexico,<=50K
44,Private,135554,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,Mexico,<=50K
44,Self-emp-not-inc,162314,Some-college,Married-civ-spouse,Sales,Husband,White,Female,0,0,0,Japan,>50K
45,Local-gov,152616,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,0,Japan,<=50K
45,Private,189457,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
47,Local-gov,129964,HS-grad,Never-married,Prof-specialty,Husband,White,Female,0,0,0,Mexico,<=50K
46,Private,147525,7th-8th,Separated,Adm-clerical,Husband,White,Male,0,0,0,Japan,>50K
41,Self-emp-not-inc,227471,7th-8th,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
46,Private,131536,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
47,Local-gov,173085,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,0,Mexico,>50K
40,Private,190698,7th-8th,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,0,Japan,<=50K
47,Private,86961,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Private,134119,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,0,Japan,<=50K
40,Private,210386,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,0,Japan,<=50K
43,Private,140985,Some-college,Never-married,Adm-clerical,Husband,White,Female,0,0,0,Japan,>50K
47,Private,142680,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,Japan,>50K
48,Local-gov,88480,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,0,Mexico,<=50K
44,Local-gov,141910,7th-8th,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,Mexico,>50K
44,Private,108706,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,Japan,<=50K
46,Local-gov,187449,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
46,Private,168845,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,Japan,<=50K
44,Private,190684,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,0,Japan,<=50K
44,Private,210538,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,0,United-States,>50K
43,Private,185101,Masters,Married-civ-spouse,Sales,Wife,White,Male,0,0,0,Japan,>50K
46,Private,154880,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,1,0,0,Japan,<=50K
49,Private,110278,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,Mexico,<=50K
45,Private,174529,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,0,Japan,<=50K
42,Local-gov,160560,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,0,Mexico,<=50K
45,Private,182628,Assoc-voc,Married-spouse-absent,Sales,Own-child,White,Female,0,0,0,Japan,<=50K
44,Local-gov,175259,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,Japan,<=50K
50,Private,62246,Assoc-voc,Never-married,Machine-op-inspct,Husband,Black,Male,0,0,0,Mexico,>50K
43,Private,157071,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,0,Japan,<=50K
45,Private,187604,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,0,Japan,<=50K
44,Local-gov,157659,Bachelors,Never-married,Transport-moving,Not-in-family,White,Female,0,0,0,Japan,<=50K
43,Private,162499,7th-8th,Married-spouse-absent,Sales,Own-child,White,Male,0,1,0,Japan,<=50K
46,Self-emp-not-inc,143295,Doctorate,Married-spouse-absent,Craft-repair,Wife,White,Male,0,0,0,Mexico,<=50K
39,Private,180957,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,0,Japan,<=50K
45,Private,159018,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,1,0,0,Japan,<=50K
51,Private,126307,7th-8th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Local-gov,191307,Some-college,Never-married,Prof-specialty,Wife,White,Male,0,0,0,Mexico,<=50K
47,Local-gov,104441,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,Mexico,<=50K
52,Local-gov,92670,Some-college,Never-married,Craft-repair,Unmarried,White,Male,0,0,0,Mexico,<=50K
51,Private,91894,10th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,Mexico,>50K
44,Local-gov,128994,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Mexico,<=50K
45,Private,161009,7th-8th,Married-civ-spouse,Sales,Unmarried,White,Male,1,0,0,England,>50K
50,Local-gov,127460,HS-grad,Never-married,Other-service,Husband,White,Male,0,0,0,Mexico,<=50K
44,Private,145183,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,Japan,<=50K
42,Private,196273,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,0,Ireland,<=50K
50,Private,59215,10th,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,Mexico,<=50K
46,Private,103881,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,>50K
42,Private,151612,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Japan,<=50K
45,Local-gov,170753,Masters,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,0,Japan,<=50K
46,Private,167577,7th-8th,Never-married,Transport-moving,Own-child,White,Male,0,0,0,Japan,>50K
42,Private,209012,Some-college,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,0,Japan,<=50K
46,Local-gov,128762,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,<=50K
43,Private,213920,Assoc-acdm,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,0,Japan,<=50K
46,Private,162381,Some-college,Separated,Other-service,Not-in-family,White,Male,0,0,0,Japan,<=50K
44,Private,151803,11th,Never-married,Other-service,Own-child,White,Male,1,1,0,United-States,<=50K
48,Private,99223,Bachelors,Never-married,Adm-clerical,Wife,White,Male,0,0,0,Mexico,<=50K
44,Local-gov,127551,HS-grad,Married-AF-spouse,Adm-clerical,Not-in-family,White,Female,0,0,0,Mexico,>50K
45,Local-gov,142725,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
46,Local-gov,150856,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,0,Japan,>50K
49,Private,100064,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Puerto-Rico,<=50K
49,Local-gov,149642,HS-grad,Never-married,Prof-specialty,Husband,White,Female,0,0,0,Japan,<=50K
41,Self-emp-not-inc,225161,10th,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,2,Japan,>50K
47,Local-gov,124199,Assoc-voc,Married-spouse-absent,Adm-clerical,Own-child,White,Male,0,0,0,Mexico,<=50K
50,Private,78795,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Private,182299,HS-grad,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,0,Japan,>50K
48,Local-gov,83668,7th-8th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,Mexico,<=50K
45,Private,184412,HS-grad,Never-married,Sales,Unmarried,White,Male,0,1,0,Japan,>50K
48,Local-gov,84414,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,0,Mexico,>50K
48,Local-gov,112620,9th,Never-married,Exec-managerial,Husband,White,Male,0,0,0,Mexico,>50K
44,Private,147084,Prof-school,Divorced,Sales,Unmarried,White,Male,0,0,0,Japan,<=50K
53,Self-emp-inc,39683,10th,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,Mexico,>50K
50,Local-gov,90616,HS-grad,Never-married,Farming-fishing,Wife,White,Male,0,0,0,Mexico,<=50K
44,Private,210680,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,0,Japan,>50K
43,Local-gov,183392,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,0,Japan,<=50K
43,Private,168656,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,0,Japan,>50K
46,Private,242958,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,0,0,Japan,>50K
48,Private,108188,HS-grad,Married-AF-spouse,Sales,Own-child,White,Male,0,0,0,Mexico,>50K
44,Local-gov,199991,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,Japan,<=50K
51,Private,104213,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,Mexico,<=50K
47,Private,101185,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,0,Mexico,<=50K
48,Private,126058,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,0,Japan,>50K
47,Self-emp-inc,129124,HS-grad,Never-married,Adm-clerical,Husband,White,Male,0,0,0,Mexico,<=50K
46,Private,146772,10th,Never-married,Machine-op-inspct,Husband,White,Male,0,0,0,Japan,<=50K
45,Private,152491,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,0,Puerto-Rico,<=50K
46,Private,133803,Prof-school,Never-married,Prof-specialty,Other-relative,White,Male,0,0,0,Puerto-Rico,<=50K
45,Private,188423,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,0,Japan,>50K
44,Private,137304,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,1,0,0,Puerto-Rico,<=50K
51,Local-gov,72811,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,>50K
43,Private,164661,10th,Married-civ-spouse,Sales,Own-child,White,Male,0,0,0,Japan,>50K
44,Local-gov,137902,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,0,Japan,<=50K
48,Private,133782,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,0,Japan,>50K
44,Self-emp-not-inc,154731,Masters,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,Japan,<=50K
46,Local-gov,103309,Some-college,Never-married,Transport-moving,Not-in-family,White,Female,0,0,0,Mexico,<=50K
45,Private,154013,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,1,0,0,Japan,<=50K
49,Private,176404,HS-grad,Separated,Other-service,Husband,White,Male,0,0,0,Japan,>50K
47,Private,168913,HS-grad,Widowed,Craft-repair,Wife,White,Male,0,0,0,Japan,>50K
44,Private,203224,7th-8th,Married-civ-spouse,Sales,Own-child,White,Male,0,0,0,Japan,<=50K
50,Private,126216,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,0,0,0,Mexico,<=50K
40,Local-gov,179181,HS-grad,Never-married,Craft-repair,Husband,Black,Male,0,0,0,Japan,>50K
43,Private,168988,HS-grad,Separated,Other-service,Unmarried,White,Female,0,1,0,Japan,>50K
46,Private,147827,HS-grad,Widowed,Prof-specialty,Own-child,White,Male,0,0,0,Mexico,<=50K
44,Private,180925,7th-8th,Married-AF-spouse,Adm-clerical,Other-relative,White,Male,0,1,0,Ireland,<=50K
40,Private,204352,7th-8th,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,0,Poland,<=50K
42,Private,170138,Some-college,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,0,Japan,>50K
44,Local-gov,138494,7th-8th,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,0,Japan,<=50K
53,Private,81090,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,0,0,0,Mexico,<=50K
45,Private,159170,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
51,Local-gov,23076,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,Philippines,<=50K
45,Local-gov,178875,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,0,Japan,>50K
43,Private,158988,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Private,178207,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,0,Japan,>50K
48,Local-gov,115246,Masters,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,Japan,<=50K
43,Private,170441,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Japan,>50K
48,Self-emp-inc,136097,7th-8th,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,Puerto-Rico,<=50K
48,Local-gov,134750,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Male,0,0,0,Mexico,>50K
48,Private,133508,Assoc-voc,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,Mexico,<=50K
47,Local-gov,97801,HS-grad,Never-married,Exec-managerial,Unmarried,White,Male,0,0,0,Puerto-Rico,<=50K
49,Private,176570,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,Mexico,<=50K
45,Private,214216,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,0,Japan,<=50K
44,Self-emp-inc,165362,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,Japan,<=50K
42,Self-emp-not-inc,205814,Prof-school,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,0,Japan,<=50K
44,Private,164290,HS-grad,Divorced,Other-service,Unmarried,White,Male,0,1,0,Japan,<=50K
47,Private,118929,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,Mexico,<=50K
44,Local-gov,153313,Assoc-voc,Widowed,Sales,Wife,White,Female,0,0,0,Japan,<=50K
42,Local-gov,197205,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,Japan,>50K
43,Private,176658,Prof-school,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,0,Japan,<=50K
45,Private,120676,10th,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,Japan,<=50K
48,Private,86574,HS-grad,Never-married,Adm-clerical,Husband,White,Female,0,1,0,Mexico,>50K
44,Local-gov,190924,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,0,England,<=50K
46,Local-gov,125741,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,Mexico,<=50K
45,Private,158571,Assoc-voc,Widowed,Other-service,Own-child,White,Male,0,0,0,Mexico,>50K
52,Private,65206,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,0,Mexico,<=50K
48,Private,71115,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,Mexico,<=50K
46,Private,149910,HS-grad,Never-married,Adm-clerical,Husband,White,Male,0,0,0,England,<=50K
45,Local-gov,129009,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,0,Mexico,<=50K
43,Private,184051,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,Japan,<=50K
47,Local-gov,164321,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Japan,>50K
47,Local-gov,127993,Some-college,Never-married,Adm-clerical,Own-child,White,Male,1,0,0,Mexico,>50K
46,Local-gov,139467,HS-grad,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,0,Japan,<=50K
51,Private,103158,Some-college,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,0,Mexico,<=50K
45,Local-gov,137478,Assoc-voc,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,0,Mexico,<=50K
46,Private,140840,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,Mexico,<=50K
42,Private,177552,7th-8th,Never-married,Adm-clerical,Husband,White,Female,0,0,0,Japan,<=50K
43,Self-emp-not-inc,217749,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,0,Japan,<=50K
52,Private,98089,HS-grad,Never-married,Adm-clerical,Wife,White,Male,0,0,0,Mexico,<=50K
