Dim1,Dim2
-13.496496,-29.380585
16.557064,-7.6821065
35.275642,4.882638
-54.773403,-34.60912
-35.81979,50.386646
-21.287445,47.18674
-1.035714,-77.18816
-17.04865,-26.723043
15.4828205,-16.947718
64.52974,-12.01941
63.600372,-36.55461
2.2748466,-48.40967
-45.242294,-37.506855
-76.110275,20.95578
44.473366,11.378724
-4.8318853,5.136369
-34.283672,-35.807087
49.83572,14.360392
7.276152,-69.85612
-61.253086,27.099579
-4.64923,25.54435
36.21837,-18.717157
-70.31725,11.242429
-24.850048,-25.744322
-55.40046,1.2581108
-28.32618,58.654842
-35.5017,49.48832
-75.610596,1.8956479
-75.291275,22.94668
-66.163895,16.816135
35.600307,-42.23013
-69.52326,0.40619978
23.394094,20.61508
-34.74297,-50.835663
38.779934,58.63827
12.781881,-4.3673177
-53.6231,-40.833206
68.765465,23.254978
78.42114,-9.596703
-67.691795,-7.6040974
-1.642928,-33.67463
-46.85233,13.954607
-63.479343,36.129784
-2.1790864,-35.52157
37.094196,-25.431643
-58.34158,-35.543438
49.14271,29.121439
-1.2475797,31.482368
15.441122,-12.303442
-55.732704,-45.431473
-44.95327,-52.580173
-10.001043,-2.4981103
-62.35397,7.1758285
38.991722,56.89446
79.07953,-8.961618
-53.644382,-40.890392
-45.77424,-47.564377
-25.421713,24.734932
5.2705197,-48.334305
91.25124,3.934651
-24.473175,4.8918247
-47.34004,-33.215683
-69.66679,12.413294
46.652004,58.306686
38.45185,-1.6897796
-70.60811,21.222015
0.59139687,-38.597866
50.83187,51.459103
-55.055305,-45.596992
-10.142415,-21.087936
33.900135,61.445377
27.600998,39.49646
-53.740696,-35.60016
72.36078,23.68413
81.07459,8.324564
-13.928272,-49.613155
6.212236,-71.47975
-32.337715,-2.866586
16.28077,-3.4381018
70.90598,22.103971
-74.97692,10.849848
84.42067,8.077495
-62.36448,24.42357
1.5134555,4.991703
90.74402,3.3955886
35.945312,42.458202
88.27201,-6.3736053
-23.870544,-21.828087
28.618301,-5.166608
-38.919636,14.642768
33.67774,-49.919506
-18.187757,28.373241
-54.02112,-57.502903
-46.654907,-40.321632
-59.29934,-48.883972
79.753586,4.909989
-32.772163,35.595463
-18.00365,59.633194
69.95272,24.168627
-42.88476,24.528461
-19.239256,18.314133
3.209981,12.355891
-17.444073,-31.313828
4.642612,14.350952
65.25471,-36.57895
-0.0892915,-80.26282
34.030922,-50.667137
-35.06042,-3.7004676
10.050261,-0.10142219
-4.7917213,28.297081
-31.559052,59.436356
-1.7733548,-34.619682
-0.61714226,52.306377
44.26082,14.955077
34.282494,-43.518238
5.5820804,41.034748
-47.562805,-44.338093
-5.09255,39.23351
-25.478941,35.207523
44.332603,55.020615
13.189364,-7.136858
-43.06181,-56.051125
1.9048187,84.98596
-64.15508,-3.289814
-14.186636,-28.0128
-34.748257,1.8224882
-15.578106,-29.06046
45.478497,56.50938
-46.031174,-6.9669843
44.00217,57.581398
-8.683441,21.69029
54.19137,-25.926353
5.803899,13.577488
69.386246,-12.535424
-20.131464,39.272995
81.27807,-12.866434
-77.8275,21.710447
69.648,-12.406809
33.91062,-8.56183
-1.8621529,56.52268
-14.688027,40.53523
-59.81165,27.838152
9.823095,-22.336777
-5.424511,-50.3336
-62.43652,-42.247227
52.42212,0.6922117
-17.401056,60.229156
-56.674797,-39.432915
32.85525,-2.5004108
33.83641,-32.55638
3.8883355,-21.987759
-69.941536,18.110693
31.796354,39.8843
-54.457737,-51.916027
7.7594604,87.42485
-15.010174,49.71741
33.53801,36.45399
27.32988,27.45117
18.092987,9.88067
-14.651253,-25.396914
-42.576687,-26.791105
76.96679,-3.3288243
-27.643232,62.335182
-0.13391301,-84.99251
22.802635,-31.908033
89.605934,3.2252104
-62.035015,27.7708
25.127132,51.78796
-8.285262,2.0847044
75.45129,-4.525667
-25.325953,-31.790264
-48.901382,-31.947056
31.609434,39.84326
-1.5304378,-78.32148
6.01671,-75.2614
-70.830505,-3.3812788
28.051432,-48.384468
-1.7550437,39.229836
-50.0375,-47.088207
9.036704,-18.076368
-26.217396,-22.491774
-44.646152,48.89847
-7.1539235,22.551039
-52.89165,16.06944
5.460253,80.64317
36.949703,-37.53042
-9.393699,-0.51456726
-58.858517,-50.435627
-48.274364,-43.742325
24.889889,21.680847
21.15698,22.838781
9.857229,-74.728
-64.88007,5.79807
-49.894947,21.040281
-30.928038,32.989006
-35.21673,53.038387
33.095478,-2.6268623
-41.412685,-49.767216
2.1524854,81.07607
22.442434,20.647371
67.82444,-35.05662
20.380358,7.8899865
22.894825,41.49983
-0.68516666,53.145798
43.85673,15.003856
43.33246,43.428722
-20.774385,-24.70563
-12.926421,-5.6769915
4.886245,-82.18405
0.1560999,48.251614
9.345965,-22.623196
30.050327,-43.643013
89.69877,5.722585
36.141502,-1.4169017
-32.976562,-33.13772
-26.308418,-33.942623
0.9709726,86.77361
0.48998985,-37.87733
29.649721,39.19035
-5.6602435,26.780165
84.887054,-2.9579
-44.136166,10.717778
-0.8673729,-77.10839
-32.397896,36.685284
-38.841568,-34.99669
-29.542877,45.527645
1.8596983,47.587814
-4.471075,25.609192
69.01475,-7.8906317
-74.78888,16.547516
29.205116,-47.132168
29.15537,-0.27608535
-61.235867,25.087395
1.1253122,-37.20103
-1.4433206,40.486412
-28.563402,64.50991
48.91197,-7.5868487
4.93423,13.285667
2.9726515,81.97733
27.406132,38.65379
27.59193,38.21411
-1.8765705,55.57969
67.036995,-12.985368
35.338425,30.850677
-46.935215,-51.910748
41.338284,46.091984
-32.31106,55.761566
39.022972,-20.483135
-31.392883,60.993446
-8.885389,2.688222
-16.633492,-64.23635
-52.13779,-51.671223
83.885735,0.56839234
-45.205204,23.195967
-9.68339,2.642693
-73.61909,25.29704
24.11915,-46.658745
80.17824,-14.646612
66.07663,-37.961487
9.898935,79.6876
8.873002,-41.870613
3.7964005,79.41418
-60.883995,32.441467
55.449684,-19.897945
4.600428,-45.66246
-31.004454,60.21386
-62.777843,11.829386
55.27235,16.482891
90.42647,-3.4376795
35.447994,-32.644485
-25.973885,-24.91364
-24.055027,-59.406467
30.56484,-30.683352
-66.28996,34.88412
-28.109962,40.0902
-22.376642,-32.32467
-43.87205,12.91457
-12.077534,-21.142565
-8.517982,-1.6773295
9.701212,82.82059
-55.29382,-32.87572
74.719215,-4.5767236
-46.62516,-9.161887
28.408848,-38.724365
-17.0183,37.54377
4.750332,-68.962425
26.235222,-41.868923
9.866427,-17.919565
-28.820219,55.791428
49.264267,-8.632222
-34.835648,-52.227627
2.6023414,42.46874
7.1206536,-3.4137225
7.49486,-69.30222
-37.87299,-30.819529
49.03012,45.96961
35.492725,-34.15418
9.390062,-48.09208
4.3488564,-10.458978
77.21573,-13.38181
34.547726,-1.7108295
68.35334,-13.795817
44.43161,46.72473
-71.41823,-8.404206
11.332065,-64.10663
-25.569942,4.824443
1.4488652,47.533203
-25.518774,45.06647
25.993252,-39.76229
13.423916,-6.4345503
39.647713,-20.889662
21.835577,17.161936
-23.918444,-59.280674
-63.246437,-42.857597
0.15067838,-76.31419
1.2163638,-49.847992
7.932311,-24.142838
50.152153,10.492075
-14.657411,-25.099234
-25.090982,35.222343
57.671574,-21.697493
39.346474,-2.737519
-59.744133,38.867374
68.91315,22.746542
68.417656,-5.741548
6.0341563,-83.76124
-78.51656,9.851077
26.199602,37.852867
-24.287436,44.810402
7.7084475,-0.47146273
49.22327,47.511604
-59.886703,-53.55334
52.624706,-19.921198
33.76555,-46.590363
-14.173884,-50.830387
-70.61365,24.625824
-74.57371,-2.5612907
-16.0815,43.79842
68.56682,-18.49635
-37.711662,-26.833557
-28.720144,64.30004
-21.944927,53.844685
23.854155,42.180115
0.036001626,-44.49348
66.96142,-38.845325
4.5491877,80.66476
27.770119,39.449986
-1.2857465,-50.80173
-18.809498,-21.337297
66.67078,24.587408
50.301964,-18.020054
-58.70642,26.73568
40.879574,58.205482
-36.63216,47.203365
-4.2326145,46.347473
25.722998,11.99355
-57.110542,-38.496174
82.601105,12.84004
-58.5761,19.101173
87.27047,1.162273
-61.67153,41.39277
-43.36349,17.3868
77.514465,-3.0876353
-36.40571,53.327038
-5.539541,-12.536042
-4.282166,48.13709
14.7891655,19.363554
-0.49769965,-79.63495
73.70639,-2.1463063
55.476425,-19.893179
-16.429924,-35.42447
13.305416,14.92872
6.500901,-38.60737
-70.08479,-4.683901
54.831055,15.550995
54.630047,-21.442108
-17.442656,45.38388
36.039364,-3.0760384
80.17031,-12.178161
-11.896583,38.680202
48.810307,50.900978
-59.68052,38.59586
-63.86829,34.77981
-1.2578899,-81.92571
38.140884,-29.062466
-71.68235,2.8588738
-49.972843,-55.173103
8.648036,44.13046
3.8153117,-40.536198
27.488821,-4.4093976
30.185907,-29.978163
-30.954712,-1.1954437
-4.768486,-73.61156
44.560406,55.478844
88.83499,2.3026311
-20.319815,52.522587
7.0081997,-51.740643
90.825745,3.2971053
-5.724252,34.82068
-0.5329872,81.6449
-13.43472,-48.907997
-53.60307,-9.191783
43.569733,40.37829
52.87875,-15.745677
15.309728,20.99375
22.933382,40.038948
35.044872,-32.52491
-62.937523,-5.188701
-38.170784,55.518486
21.3068,17.422312
50.50332,12.153129
-64.22275,21.718496
-48.283966,-28.657618
2.1456435,86.09405
9.02324,-65.38506
53.63344,12.2539
34.733585,-5.018248
-19.376411,44.299854
-17.221123,37.53076
32.971783,-4.7614503
51.883556,24.145687
-54.123745,12.796116
2.0428596,-84.77063
51.237347,41.411903
-25.404575,7.001045
32.2735,54.17341
-39.6453,-27.343006
35.45751,5.633041
-50.119946,-53.250072
-44.998405,-45.076973
-44.625275,11.274349
-70.30011,33.60362
-53.14651,12.388562
-24.237268,-24.509598
48.28637,-16.936308
-23.09525,3.7020862
42.368324,-5.1261144
45.347637,53.436108
-64.322174,17.162004
-1.9136959,56.046715
-23.848373,54.885292
5.086828,-68.88048
-20.482533,51.11826
12.089935,-17.15405
5.685375,-18.6578
33.61708,-33.051353
34.440876,-34.631294
-6.212759,-37.70716
-73.05976,10.645857
8.759141,-74.8698
11.179683,-11.745359
-39.04605,-33.430748
32.124866,-45.847195
6.6687407,-35.85584
-23.92802,44.75094
72.43614,-4.9371343
3.1925442,-77.44793
4.874281,14.16349
-35.736908,49.50001
-18.059761,-19.58364
6.83984,17.497452
-14.494939,-25.49781
-64.859406,17.58754
-1.8457552,-65.850105
-57.863495,19.115791
21.800198,-23.112541
63.648506,-35.5811
-18.727852,-25.87001
-57.666695,32.039246
64.18928,-32.244614
41.277237,41.71733
-58.668972,16.308102
-32.515995,65.95182
-19.783316,-45.023518
-64.80863,34.5138
-26.474697,-59.641888
-40.03707,54.310528
-26.265224,39.770645
73.5288,2.0310724
4.3130927,16.308064
-62.725887,37.46087
29.170668,0.25572246
-59.223995,-49.255116
69.261116,-31.06211
65.20233,-36.739277
-5.494239,49.104378
45.423405,9.076418
-37.09206,-35.499416
-23.352766,-27.094473
-3.2191594,29.838509
-15.434501,-26.455097
0.5683386,83.58422
2.6859076,-50.56286
63.548878,-31.887617
85.30757,9.357106
-22.57431,-22.73928
5.561034,-37.260334
69.973114,-34.42461
55.06014,10.700053
12.773241,-10.135125
-6.61163,25.379372
-62.14071,-39.25565
-19.586983,-46.190712
62.726704,-10.522998
-67.54766,23.317188
5.270052,-49.471603
25.693264,11.075832
-28.287725,38.645927
49.008137,45.97331
-59.808315,-48.091312
-53.10239,-45.93116
38.6707,-2.75569
-8.613257,21.358427
39.31865,29.969616
-1.3928301,-49.372795
-15.946278,2.6284359
36.39553,59.411263
-27.18128,52.66638
26.165611,12.45774
-43.15359,17.497232
1.1597451,43.037224
-2.5724072,-33.683582
38.384293,53.72087
16.555956,-8.126643
23.37675,46.374577
-17.203848,-20.478724
2.3116858,-50.10936
3.8546274,-67.596054
48.7856,33.55278
4.1072316,48.817158
-18.691528,-41.569946
74.88391,-5.106277
65.527626,-37.541496
-53.34708,-35.164963
-55.688335,23.62721
-41.168407,-32.961613
-7.7680655,-34.641853
36.119957,43.10159
-67.96951,-2.8012352
-26.533028,-25.236443
-16.929966,-22.121433
70.13006,23.926228
24.829062,-8.076766
-7.6639123,-79.11581
-24.72564,58.92081
-37.89046,57.8037
-50.483837,26.167633
-29.798586,66.05143
9.324113,-67.25074
-22.301296,59.77485
-29.710615,59.301285
-23.850338,-26.683216
-25.43179,24.173298
8.124383,-10.085083
22.055,8.771822
8.05,-11.148152
-33.344852,51.116505
46.46141,15.866312
-39.831158,-25.49506
-33.219513,2.026073
-1.1902612,27.436533
36.67528,27.98009
-60.41389,27.85491
36.398056,59.350643
-32.74643,-52.140514
-3.281344,46.745655
-2.285858,-34.754963
53.5706,3.8049598
-67.044235,19.566929
-5.314997,44.74705
6.2689166,-36.843067
-18.027132,-36.144703
34.427975,-26.3004
-3.123548,-67.357796
-67.47697,2.1174386
-75.279305,23.095232
0.33004865,30.48152
-19.11799,44.211826
39.913013,54.3726
-55.797432,21.185863
-55.76432,21.144897
1.4997076,84.55065
47.744274,46.267563
-1.002719,26.486134
13.099841,-72.37777
-4.881006,54.498432
-65.43856,16.291199
72.30417,-14.948783
39.697285,45.809788
53.773308,17.522297
8.482816,-16.5961
-34.263115,2.0365849
24.989475,28.736282
-40.32011,-49.58592
36.271294,29.974419
-63.37442,17.607212
-41.03735,22.67025
-28.162952,-2.0253696
-22.82445,-22.632158
-22.087313,-25.38316
13.739023,-7.6068583
33.331875,-3.1082983
66.58024,-18.31536
-67.108376,-5.686729
-1.66748,-77.000374
8.091769,45.339706
-75.00564,13.923027
4.119612,88.359505
73.78234,-2.0655856
-19.423668,-46.615692
52.362213,0.22219272
-31.683151,37.062195
26.132338,20.182787
73.74214,-11.933787
26.279705,-41.18489
14.285728,-13.962797
47.88789,46.11653
46.711723,60.190403
-77.39313,20.181194
-51.70615,19.410608
-33.050636,48.030117
-11.977227,7.244845
81.97269,4.295744
40.21377,38.753487
54.433575,-21.15261
0.6641789,-45.519962
67.494545,-11.499808
44.606354,44.563953
53.698025,16.208097
-47.589546,-44.575573
-32.744484,50.265476
47.71476,55.779285
-21.91608,-16.403849
-73.39544,14.872371
-25.622986,-28.44344
21.778875,-23.511265
-50.568146,-7.8622622
-54.159184,-35.367462
-34.115105,2.9076092
-26.407906,-60.000843
10.91507,1.1184455
63.80628,-27.72075
-16.754288,51.8051
38.132015,-4.6648855
36.04341,-7.769484
-40.697132,47.570465
-28.938034,37.482944
-56.666325,-39.67139
69.11006,-15.725566
-60.789474,12.263264
88.82175,3.5023057
-51.98875,-48.202957
-51.668526,-31.75108
8.069282,-10.067957
83.93533,2.4195182
-54.424072,25.690199
2.6211858,86.323616
-76.62339,22.980072
-46.3996,17.971546
55.37343,-19.906315
3.1524346,14.373268
-45.94834,16.721931
30.03494,0.5975595
25.841478,-8.307887
17.09945,-9.090939
-72.15387,17.876062
-56.046467,-55.13595
-1.6939394,-82.202065
-41.566956,50.86117
-50.66739,-7.822422
-25.72337,35.279644
-43.60242,14.4135275
83.99296,-3.6577718
-24.704975,-32.550453
-46.30143,-51.57134
32.614807,-45.716125
-62.21397,24.80284
36.21426,-5.416761
89.340164,4.1825814
-50.68995,-29.981003
-69.78931,17.132172
-72.683525,-4.46599
91.374344,-0.7473376
9.265827,-70.56769
28.340984,-47.540123
55.774055,9.51649
-16.45346,58.045696
-54.177467,12.780267
88.108315,3.2321272
71.494225,-8.761282
51.322075,11.679288
9.090359,-74.799095
-51.121002,5.0735264
11.044833,-22.199726
62.127037,-37.661613
-53.750957,-45.693417
-29.95897,-0.9950476
-4.7594633,-69.72408
2.7816179,-41.40206
-37.200226,15.075641
-66.68722,38.434963
-47.168446,-36.845577
2.9733448,43.237785
66.42405,24.474009
39.7864,46.222088
21.50272,-36.627586
-49.797363,-47.13848
-46.282543,-29.624271
34.820633,53.63872
24.015938,43.826336
1.0619549,27.213089
21.615238,-31.411272
-54.7322,-55.905426
21.002388,49.55915
55.230083,13.845814
79.53404,13.221056
90.787254,5.1407967
4.424719,-38.847336
33.384304,51.631004
26.516459,-47.082813
45.581005,56.242893
-76.517815,13.1808
28.45956,-33.540234
-25.560246,-31.19968
38.942013,54.48922
31.53042,-32.630474
-41.155354,-26.42394
-47.428616,-30.022608
-19.030466,42.603428
23.090244,-24.175673
33.61917,-2.2059414
32.779568,-0.6910157
-35.13322,60.72695
62.419052,-39.315174
-48.102177,-38.19548
8.500066,-76.143974
3.2808354,-74.73843
33.646687,-43.344486
41.14286,-20.215034
34.11142,-37.200386
-75.117615,16.85815
9.521335,-16.872412
-13.389572,-27.848719
44.22137,46.331455
68.54453,-13.102386
90.72177,4.5818667
-37.77425,-26.139988
83.5911,6.4548306
-47.43849,-45.43746
-66.522675,4.234519
-16.969913,40.28417
-25.201632,-21.622404
-62.473896,7.1525855
4.525465,-12.9304285
-4.6000333,-69.36476
-4.6793437,-3.6835794
42.595516,39.425167
-46.19105,-51.267838
-72.13926,17.827742
15.490404,17.134602
-24.517591,8.702577
9.084609,-41.434147
26.214544,-37.877323
-62.62286,-1.2713072
-72.12621,-6.226586
43.793102,55.904114
0.30309814,83.496185
-43.585934,13.627267
78.17842,-11.92987
12.476698,-21.245447
45.201466,59.931995
44.577835,54.74127
45.271145,59.54265
23.99597,-46.751793
78.41932,-11.803257
1.9557825,-38.4469
-54.956024,-57.28813
58.08671,-22.04192
-11.822035,-49.761555
-4.5759563,-74.02244
-27.47466,10.017672
-33.544483,42.63618
82.70352,11.168835
34.767254,-36.767696
-22.100786,-24.064997
-26.161434,-59.922333
79.69052,13.426159
39.742237,42.31207
24.543774,-31.074541
-52.09834,-54.142143
-53.635868,-49.11832
-6.118898,-8.673498
-68.12771,-3.4976656
-47.38374,-36.958153
-24.364975,-56.35978
-77.09167,21.144314
7.7703795,-38.803883
31.010445,-47.438366
7.5031013,-69.87534
-24.668468,25.969147
69.96555,24.483063
5.777053,18.041462
24.582733,15.785736
-36.18133,-34.94945
-12.92901,-7.034206
53.523438,13.310688
12.030334,-64.22872
23.581245,-23.663446
-36.30916,-27.326836
32.78343,52.321136
17.560135,22.066927
25.214508,48.829494
-66.044716,37.08659
9.519992,-6.819638
71.08849,2.3682053
-71.09437,22.182156
30.680813,-28.3425
10.4698305,-58.098045
-63.051865,35.995235
-24.306849,34.42162
44.340454,41.72896
-61.27892,9.106392
-32.92017,36.360744
-56.15817,-56.488136
49.50363,51.626656
53.660065,-17.911846
7.563655,-44.80373
-58.83806,-51.06928
-1.011593,37.360962
22.80877,42.102974
-46.323784,-51.92448
23.773687,41.708492
-58.505054,-34.291443
47.532402,-6.9769483
-6.271296,55.476673
84.80778,4.760325
53.03672,-17.78052
40.25853,54.376434
-24.821781,-59.54453
42.095512,39.945885
35.780582,-4.8334856
8.170155,-13.519004
53.140476,15.945741
-29.193596,63.476265
45.456394,15.942207
-11.185413,-8.144881
22.346386,13.801591
-47.498207,-52.705673
90.99889,-5.34791
-21.201145,-27.61547
-38.627605,-50.60795
-30.902475,32.456623
-54.56563,24.133345
-62.800415,-45.77136
-34.8637,45.388588
42.920273,49.168827
-48.096382,-32.329792
29.138859,42.06979
-51.06513,-6.5105953
3.1656868,-71.10921
-26.936548,-23.277369
-1.1563816,33.027355
-17.68613,21.079056
-13.680051,-1.0629869
-64.13013,33.879875
-11.146834,0.3904293
-20.970104,-43.71562
5.490877,36.70755
-29.851475,-2.493527
-53.24425,-36.656345
-25.077488,10.239875
-14.602319,-25.604929
-71.54284,0.5787004
-40.384964,-26.965107
30.715704,1.5234104
53.06768,10.8209305
-37.20258,56.095562
3.335821,43.274944
61.712635,-10.757868
44.955456,52.98634
72.86199,-20.007732
45.04647,46.360203
37.841465,-25.730734
4.589299,78.985916
83.99754,5.827485
64.67934,-17.67124
-4.9870954,-71.659996
-61.032024,25.5877
2.9416323,-52.25157
-16.971395,29.462265
-51.870514,-36.692673
2.920836,79.03984
28.046108,-0.14096259
45.511738,15.963578
-3.9978757,50.87783
-12.308944,30.524347
21.590849,-31.408566
-23.862669,-30.655458
-53.597786,-9.334373
40.67211,46.20216
81.5064,-13.728069
20.341185,8.013315
28.100977,40.0304
17.698677,19.043644
-4.7904987,30.328321
-2.3503058,29.71305
67.83361,-34.724003
12.147183,-9.577691
22.07645,8.7114105
18.155727,18.897345
88.51306,-4.7423706
-44.26293,15.981901
-54.683517,25.388205
-22.047947,-35.79424
6.2719836,-17.859737
-35.631218,58.97352
-5.50066,34.544285
71.56139,-1.2212704
-38.239025,-47.652092
54.540096,-21.182695
-16.53115,39.18407
-63.021137,0.31836763
10.806237,-77.02763
22.251402,20.834497
29.957054,39.336494
-5.5348177,-37.624203
43.989033,46.42771
53.122707,-21.42408
-0.5540236,-47.505116
80.71885,11.123837
-66.50375,19.860819
27.941593,-42.998234
-71.88021,3.568332
-50.807495,34.64485
-57.83526,-53.38959
1.2955242,-80.2084
1.1844109,40.585766
-74.99871,24.367495
-57.92312,26.013088
7.0747814,86.93722
46.051624,-8.737153
24.847343,28.477625
-60.29311,30.393927
23.261602,-23.183521
-43.0621,-55.39754
23.098284,8.341739
-48.9113,-31.413097
10.398714,80.517914
-56.58093,26.533705
4.9153996,-38.64269
-31.662292,49.98877
-30.594337,-5.0117774
6.8782697,-67.10099
-18.60207,-21.228815
-66.40426,17.137259
81.81718,12.911174
60.41379,-32.9532
3.0083134,-80.04267
47.35288,-9.292672
-34.37607,49.637154
27.719316,37.99935
-0.9677125,15.020803
-35.989895,58.96005
-34.08754,-49.27863
12.961685,-4.5524926
49.483078,52.148273
12.647233,-3.9334083
4.5901394,46.996895
-2.8902895,-50.811646
21.78426,6.9169707
5.192272,-17.781801
-32.762352,-4.9839125
-16.119307,2.7125366
28.630178,-4.9727225
37.414993,26.536772
61.87751,-32.84139
7.2859573,-39.39965
-71.77107,-1.2565054
3.3823261,18.66095
44.089222,41.75169
30.447746,-42.7854
-22.372435,59.78206
52.378437,22.832611
-5.8308244,-5.5446267
20.581501,23.861446
-45.110165,16.337032
50.02012,57.54944
73.43146,-28.89079
-74.9935,19.194368
0.42582205,-81.58187
-52.23005,-36.285713
-58.883778,-53.77149
7.973866,-38.960598
-10.604397,-10.0367
3.9243662,-67.47087
-45.58282,-42.361618
-1.1802651,-34.334026
-12.973365,-20.398642
42.62542,59.301273
0.43766037,32.926346
-22.776386,-23.367508
-32.914257,52.983913
66.56519,24.31281
-54.664215,-5.176103
64.26225,-10.574226
17.216394,11.140297
-56.816906,21.931997
-61.52438,25.630892
-71.93403,-6.67753
45.895866,53.154938
0.34166914,86.21033
-58.313534,-35.47215
35.961384,28.714731
71.12652,-11.784498
44.691807,11.908406
-45.192513,-4.247661
-51.20831,-29.9804
4.34997,-44.87984
-6.554501,6.4478316
-10.291748,-6.517064
37.810707,-42.935226
-41.255814,-30.083942
-60.94313,-38.924274
-65.2861,36.95554
4.7342715,-50.37958
-36.04491,-33.828297
-28.679127,38.844566
-52.659527,15.934862
-16.97222,-22.06151
6.106128,-75.2899
23.396687,41.27362
90.17859,7.016462
67.76535,20.724129
4.45528,14.212203
35.75026,-18.797812
-14.446249,31.26765
-38.608295,15.775675
-7.1379013,3.744574
3.6872528,39.52521
7.6686845,-74.58158
-57.49027,-33.523136
-50.56519,-46.85247
-10.464973,5.933369
-18.478195,45.871082
-25.078728,5.197985
-6.1539845,-6.5223284
-28.167118,-0.9479135
57.489273,-17.93812
-16.766172,46.902077
37.458378,58.662388
38.95941,46.72703
-1.2449111,-55.22792
-21.163054,27.894407
-14.956393,-29.047922
51.491276,51.933357
33.838688,-37.96887
-51.292717,-54.32655
56.34079,12.865777
16.048107,16.695248
-1.4845785,55.114292
76.69862,-12.126102
-35.442337,-51.911045
-51.48023,-40.31532
2.70881,85.419205
-13.26737,-49.107853
-38.897556,16.740536
2.189272,-41.04499
-58.698494,-52.777344
