age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33.0,Private,166754.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
41.0,Private,148007.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
27.0,Private,106859.0,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,South,<=50K
45.0,Private,166102.0,Bachelors,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,>50K
25.0,Private,163718.0,9th,Never-married,Sales,Husband,White,Male,0,0,0,United-States,<=50K
33.0,State-gov,185474.0,Masters,Never-married,Other-service,Own-child,White,Male,0,0,2,Mexico,>50K
33.0,Self-emp-not-inc,206532.0,Masters,Never-married,Sales,Husband,White,Male,1,1,0,United-States,<=50K
32.0,Private,148664.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
28.0,Self-emp-not-inc,133389.0,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
38.0,Private,174993.0,Bachelors,Never-married,Transport-moving,Unmarried,White,Male,0,0,0,United-States,>50K
36.0,State-gov,190803.0,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
36.0,Self-emp-not-inc,191415.0,Some-college,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,0,United-States,>50K
37.0,Private,158061.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
41.0,Private,163185.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1,2,United-States,>50K
40.0,Private,173009.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,0,0,United-States,>50K
34.0,Private,162957.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
25.0,Private,138445.0,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,>50K
28.0,Private,202314.0,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,0,United-States,<=50K
26.0,Private,185892.0,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
27.0,Private,169305.0,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,0,United-States,<=50K
22.0,Private,152842.0,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
36.0,Private,148096.0,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,0,United-States,<=50K
29.0,Private,136994.0,Bachelors,Divorced,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
32.0,Private,209097.0,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,0,United-States,<=50K
25.0,Private,85936.0,HS-grad,Never-married,Adm-clerical,Husband,White,Female,0,0,2,United-States,<=50K
30.0,State-gov,114161.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
38.0,Private,180635.0,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
41.0,Private,188541.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
32.0,Private,163467.0,Bachelors,Never-married,Prof-specialty,Husband,White,Female,0,1,1,United-States,>50K
41.0,Private,192793.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
27.0,Private,146018.0,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
37.0,Private,137988.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,2,United-States,<=50K
40.0,Self-emp-not-inc,88444.0,HS-grad,Divorced,Exec-managerial,Husband,White,Male,0,0,0,Germany,>50K
34.0,Private,188894.0,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
28.0,Private,179185.0,11th,Never-married,Sales,Not-in-family,Black,Male,0,0,0,United-States,<=50K
36.0,Private,153247.0,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0,United-States,>50K
27.0,Private,161696.0,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,0,0,0,United-States,<=50K
27.0,Private,150123.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
36.0,Private,167369.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
20.0,Private,131480.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
40.0,State-gov,168070.0,Some-college,Married-civ-spouse,Protective-serv,Wife,Black,Male,0,0,2,United-States,>50K
28.0,Private,130227.0,HS-grad,Never-married,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
45.0,Private,100772.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
33.0,Private,159164.0,Bachelors,Never-married,Exec-managerial,Husband,White,Male,1,0,2,United-States,>50K
40.0,Private,167630.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,0,Philippines,>50K
40.0,Private,120591.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
22.0,Private,220744.0,9th,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
28.0,Private,167598.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,1,0,United-States,<=50K
35.0,Private,99021.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
32.0,Private,145894.0,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
31.0,Private,157858.0,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,0,Germany,<=50K
25.0,Private,204114.0,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Male,1,0,0,United-States,<=50K
42.0,Private,159182.0,Bachelors,Divorced,Craft-repair,Husband,White,Female,1,0,0,United-States,>50K
34.0,Self-emp-inc,169832.0,Bachelors,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,Mexico,<=50K
44.0,State-gov,125556.0,HS-grad,Never-married,Prof-specialty,Husband,White,Male,0,0,2,Taiwan,>50K
23.0,Private,179893.0,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,0,United-States,<=50K
34.0,Local-gov,110849.0,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
43.0,State-gov,114333.0,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
36.0,Private,104986.0,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,0,India,<=50K
36.0,Private,135854.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Ireland,>50K
26.0,Private,178089.0,Bachelors,Never-married,Tech-support,Unmarried,White,Male,0,0,0,United-States,<=50K
33.0,Private,128033.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,1,0,United-States,<=50K
39.0,Private,138932.0,Doctorate,Divorced,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
24.0,Private,147150.0,11th,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
34.0,Self-emp-not-inc,146673.0,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
36.0,Private,204140.0,HS-grad,Never-married,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
29.0,Self-emp-not-inc,150084.0,HS-grad,Never-married,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
37.0,Private,125021.0,Assoc-voc,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
39.0,Private,125571.0,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,>50K
30.0,Private,138921.0,Bachelors,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,0,United-States,<=50K
30.0,Self-emp-not-inc,170444.0,Bachelors,Divorced,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
32.0,Private,102871.0,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,>50K
36.0,Private,139233.0,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,1,0,0,United-States,<=50K
28.0,Private,184371.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
42.0,Self-emp-not-inc,157029.0,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
37.0,Private,178684.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,>50K
31.0,State-gov,208878.0,11th,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,0,United-States,>50K
27.0,Private,208153.0,Assoc-voc,Separated,Other-service,Own-child,White,Male,0,0,2,United-States,<=50K
44.0,Private,188059.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
38.0,Private,158131.0,HS-grad,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
43.0,Self-emp-inc,191820.0,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,2,United-States,>50K
31.0,Private,126745.0,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Male,0,0,0,United-States,>50K
37.0,Private,81541.0,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1,2,United-States,<=50K
33.0,State-gov,202468.0,Bachelors,Never-married,Protective-serv,Unmarried,White,Male,0,0,1,United-States,<=50K
39.0,Private,172136.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,<=50K
34.0,Private,129783.0,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
26.0,Private,152840.0,Some-college,Never-married,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
40.0,Private,137915.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1,0,United-States,<=50K
35.0,Private,93488.0,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
35.0,Private,168784.0,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1,0,Germany,<=50K
23.0,Private,109237.0,Bachelors,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
24.0,Private,149981.0,Bachelors,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
38.0,Federal-gov,138238.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
38.0,Private,194155.0,HS-grad,Never-married,Craft-repair,Husband,Asian-Pac-Islander,Male,1,0,0,United-States,>50K
32.0,Private,161897.0,Prof-school,Never-married,Tech-support,Not-in-family,White,Male,1,0,0,United-States,>50K
32.0,Private,164202.0,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,0,United-States,>50K
28.0,Private,143851.0,Some-college,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
26.0,Private,191259.0,Bachelors,Never-married,Sales,Other-relative,White,Female,0,0,0,United-States,<=50K
33.0,Private,170950.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,2,United-States,<=50K
41.0,Private,95611.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
32.0,Private,171889.0,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
34.0,Local-gov,213922.0,HS-grad,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
24.0,Local-gov,118532.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
27.0,State-gov,201022.0,Bachelors,Never-married,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
37.0,Federal-gov,146295.0,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,1,United-States,<=50K
40.0,State-gov,198925.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,2,United-States,>50K
28.0,Federal-gov,191236.0,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,>50K
24.0,Private,157997.0,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
30.0,Private,216037.0,11th,Never-married,Craft-repair,Husband,White,Female,0,0,2,United-States,<=50K
35.0,Private,193538.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,0,United-States,<=50K
25.0,Private,101407.0,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
34.0,Private,103900.0,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0,0,2,United-States,>50K
30.0,Private,140877.0,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
17.0,Private,109438.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
27.0,Self-emp-not-inc,183059.0,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,Jamaica,<=50K
38.0,State-gov,143918.0,Prof-school,Never-married,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
23.0,Private,217660.0,9th,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
37.0,Private,190994.0,Masters,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,>50K
24.0,Private,178930.0,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
35.0,Private,186716.0,11th,Never-married,Exec-managerial,Unmarried,White,Male,0,0,0,United-States,<=50K
30.0,Private,161137.0,Assoc-voc,Never-married,Craft-repair,Wife,White,Male,0,0,0,United-States,<=50K
26.0,Private,151175.0,Some-college,Never-married,Exec-managerial,Own-child,White,Female,0,0,1,United-States,<=50K
34.0,Private,150555.0,9th,Divorced,Exec-managerial,Husband,White,Female,0,1,2,United-States,>50K
24.0,Private,150003.0,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
23.0,Private,127885.0,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
39.0,Private,217006.0,HS-grad,Never-married,Prof-specialty,Other-relative,White,Male,0,0,2,United-States,>50K
33.0,Private,159474.0,11th,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,0,1,2,United-States,<=50K
28.0,Private,148108.0,Assoc-voc,Divorced,Exec-managerial,Husband,White,Female,0,0,0,United-States,<=50K
25.0,Private,166976.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
24.0,Private,158868.0,9th,Separated,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
34.0,Self-emp-not-inc,200182.0,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
30.0,Local-gov,158737.0,Some-college,Never-married,Sales,Unmarried,White,Female,0,0,0,United-States,<=50K
27.0,Private,156135.0,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,Cuba,<=50K
26.0,Private,145654.0,Some-college,Never-married,Sales,Other-relative,White,Female,0,0,0,United-States,<=50K
33.0,Private,140547.0,Bachelors,Never-married,Adm-clerical,Unmarried,White,Male,1,0,2,United-States,>50K
25.0,Private,186775.0,5th-6th,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
30.0,Private,105828.0,HS-grad,Never-married,Exec-managerial,Husband,White,Female,0,0,0,United-States,<=50K
40.0,Private,139674.0,HS-grad,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K
34.0,Private,161085.0,10th,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
41.0,Self-emp-inc,91689.0,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
36.0,State-gov,84227.0,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,0,United-States,<=50K
37.0,Private,129717.0,Bachelors,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
32.0,Private,164691.0,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,>50K
20.0,State-gov,212184.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,0,0,0,United-States,<=50K
30.0,Private,121602.0,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,0,United-States,<=50K
33.0,Private,226417.0,Some-college,Married-civ-spouse,Sales,Husband,White,Female,0,0,2,United-States,>50K
37.0,Private,153607.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
38.0,Self-emp-not-inc,144218.0,10th,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,0,United-States,>50K
23.0,Private,145852.0,Some-college,Never-married,Farming-fishing,Own-child,White,Female,0,0,0,United-States,<=50K
27.0,Self-emp-inc,149977.0,Some-college,Married-civ-spouse,Sales,Not-in-family,White,Male,1,0,2,United-States,<=50K
32.0,Private,135919.0,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
37.0,Private,130263.0,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
21.0,Private,184766.0,11th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
31.0,Private,175510.0,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,1,0,2,United-States,<=50K
26.0,Private,191010.0,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
37.0,Local-gov,161760.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
28.0,Local-gov,136996.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,0,United-States,<=50K
41.0,Private,125616.0,Some-college,Married-civ-spouse,Protective-serv,Wife,White,Male,0,0,0,United-States,<=50K
33.0,Local-gov,127006.0,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
34.0,Local-gov,153137.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,>50K
30.0,Self-emp-not-inc,167226.0,Some-college,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
29.0,Private,155783.0,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
42.0,Private,92479.0,Masters,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,>50K
35.0,Private,131232.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
34.0,Private,177947.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
29.0,Private,195483.0,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,1,South,<=50K
42.0,Private,128163.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
