age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
34,Private,136701,Assoc-voc,14,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
27,Private,62990,Preschool,7,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
51,Private,135945,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,6811,0,33,United-States,>50K
32,Self-emp-inc,53165,Prof-school,15,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,>50K
52,State-gov,199366,HS-grad,9,Separated,Other-service,Other-relative,White,Male,0,0,40,,<=50K
21,Private,118651,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,<=50K
50,Private,194142,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
21,Private,91314,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
78,Private,253522,7th-8th,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,1706,12,United-States,<=50K
18,Private,159830,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,31,United-States,<=50K
40,Private,34949,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6401,0,50,United-States,>50K
46,Private,208263,9th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,5641,0,40,United-States,>50K
52,Private,287202,Bachelors,9,Married-civ-spouse,Tech-support,Wife,Black,Female,0,0,40,United-States,>50K
53,Private,300787,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,8410,0,40,United-States,>50K
32,Private,138199,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,138606,HS-grad,9,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,29,United-States,<=50K
49,Local-gov,244214,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,67,United-States,>50K
33,Private,193705,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
48,Private,153876,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,8086,0,40,United-States,>50K
54,Self-emp-not-inc,101364,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
57,Local-gov,349248,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
41,Federal-gov,312424,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
18,Private,198001,12th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K
65,,82922,Some-college,10,Widowed,,Not-in-family,White,Male,0,2366,30,United-States,<=50K
26,Private,29213,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1895,22,United-States,<=50K
44,Self-emp-inc,311857,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,66399,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28,Private,278262,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K
48,Private,198361,10th,7,Separated,Transport-moving,Unmarried,Black,Female,4487,0,40,United-States,>50K
38,Private,159328,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,194114,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,34,United-States,<=50K
51,Private,43950,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
53,Private,284770,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,2267,45,United-States,>50K
25,Private,308042,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
68,Self-emp-not-inc,215219,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Local-gov,433138,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
53,Self-emp-inc,104945,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
49,Self-emp-inc,93969,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1996,60,United-States,>50K
51,Private,195564,9th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,31,United-States,<=50K
24,Local-gov,119273,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5479,0,40,United-States,>50K
54,Private,23242,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,1901,0,35,United-States,>50K
39,Private,101613,10th,15,Married-civ-spouse,Other-service,Husband,White,Male,14485,0,66,United-States,>50K
41,Private,130700,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,262404,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
30,Private,281468,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
23,Private,119902,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,<=50K
26,Private,64427,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
44,Local-gov,171931,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,555563,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,23,United-States,<=50K
18,Private,300491,Some-college,10,Never-married,Sales,Own-child,Other,Female,0,0,40,United-States,<=50K
56,Private,162616,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
58,Private,334450,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1885,40,United-States,<=50K
41,Self-emp-not-inc,450630,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6588,0,59,United-States,>50K
24,Private,29562,11th,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,17,United-States,<=50K
54,Federal-gov,62041,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,33391,9th,7,Never-married,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
42,Private,55938,Prof-school,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,14783,0,40,United-States,>50K
50,Private,155832,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,59,United-States,>50K
30,Private,67401,12th,8,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,125668,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,14839,0,40,United-States,>50K
47,State-gov,46106,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6280,0,34,United-States,>50K
44,Local-gov,81617,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
65,Private,134939,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States,>50K
47,Private,40258,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,93490,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
30,Private,66776,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
57,Federal-gov,188231,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Local-gov,248580,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,59,United-States,>50K
29,Private,178801,10th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
37,Federal-gov,98324,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
39,Self-emp-inc,314869,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
77,,141475,Doctorate,13,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States,>50K
26,Private,325771,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,>50K
44,Private,94267,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,13725,0,40,,>50K
23,Private,250327,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,58,United-States,>50K
28,Private,253239,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,47,United-States,>50K
38,Private,87067,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,230586,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,277817,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,14773,0,57,United-States,>50K
39,Private,213740,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,5425,0,29,United-States,>50K
42,Local-gov,151322,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Private,230050,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
18,Private,269449,10th,7,Never-married,Farming-fishing,Own-child,White,Male,2296,0,13,,<=50K
42,Private,194488,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,99897,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
36,Private,331977,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,193344,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
53,Private,245351,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,14830,0,50,United-States,>50K
40,Federal-gov,171976,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
38,Self-emp-not-inc,365937,11th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
34,Private,164315,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
40,Private,34889,Some-college,10,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
18,Private,193891,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,18,Guatemala,<=50K
60,Private,540728,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,49,United-States,>50K
53,Private,108926,7th-8th,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
33,Private,134112,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,40723,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,34,United-States,<=50K
49,State-gov,191314,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,27,United-States,>50K
37,Private,298310,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,67,United-States,>50K
36,Private,180710,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,5804,0,59,United-States,>50K
37,Local-gov,268569,12th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,4950,0,40,United-States,<=50K
26,Private,156744,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,22,United-States,<=50K
29,Local-gov,113085,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,46,United-States,<=50K
22,State-gov,287944,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
59,Self-emp-inc,198797,Assoc-acdm,7,Married-civ-spouse,Transport-moving,Husband,White,Male,2418,0,50,United-States,>50K
30,Private,318392,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28,Local-gov,315010,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
29,Private,177380,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,48,United-States,<=50K
45,Private,166733,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,4308,0,50,United-States,>50K
35,Local-gov,40552,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K
45,Private,52531,11th,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,234957,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
42,Self-emp-not-inc,98817,HS-grad,9,Separated,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
46,State-gov,27183,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,44030,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,46,United-States,<=50K
46,Local-gov,352276,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,14566,0,45,United-States,>50K
40,Private,362276,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Male,0,0,49,United-States,>50K
50,Private,139989,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,214709,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
48,Private,178563,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,>50K
47,Private,192296,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,5655,0,40,United-States,<=50K
36,Local-gov,222140,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6958,0,45,United-States,>50K
36,Private,293452,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
57,,213570,10th,10,Married-civ-spouse,,Unmarried,White,Male,0,0,40,United-States,>50K
18,Private,140600,HS-grad,10,Never-married,Other-service,Own-child,Black,Male,0,0,19,United-States,<=50K
39,Self-emp-inc,190630,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,>50K
45,Self-emp-inc,270448,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,14813,0,62,United-States,>50K
35,Private,189501,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,61,United-States,>50K
44,Private,390556,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,222961,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,3260,0,40,Japan,<=50K
31,State-gov,116330,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,6685,0,51,United-States,>50K
47,Self-emp-inc,385731,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,>50K
71,Local-gov,219169,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4343,0,40,United-States,>50K
28,Private,278581,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
29,Private,16492,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K
55,Private,217501,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,14796,0,50,Germany,>50K
33,Private,153841,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
32,Private,182056,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
63,Self-emp-not-inc,42367,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,>50K
50,Private,68277,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,61,United-States,<=50K
38,Self-emp-not-inc,172257,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
44,State-gov,222930,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,>50K
43,Federal-gov,260563,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
38,Private,111436,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,>50K
56,Private,175051,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
20,Local-gov,173802,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
31,Local-gov,194784,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Federal-gov,354751,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
42,Private,87818,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6296,0,40,United-States,>50K
25,Private,263880,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,48,United-States,<=50K
44,Private,162302,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,6649,0,50,United-States,>50K
60,State-gov,47576,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
55,Private,243432,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
57,Private,243913,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6349,0,50,United-States,>50K
34,Private,96180,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Private,449371,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,1619,20,United-States,<=50K
17,Private,287975,11th,8,Never-married,Sales,Own-child,White,Male,0,0,22,United-States,<=50K
54,Local-gov,300162,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,5216,0,53,United-States,>50K
46,Self-emp-inc,40003,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,14812,0,50,United-States,>50K
54,Private,183957,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,187147,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Germany,<=50K
18,Private,148264,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,71,United-States,<=50K
56,Self-emp-inc,271233,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Private,48776,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,14776,0,45,United-States,>50K
46,Self-emp-inc,178481,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,>50K
47,Self-emp-not-inc,88115,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3863,0,40,United-States,<=50K
27,Private,261555,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,46,Cuba,<=50K
38,Private,59671,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,<=50K
25,Local-gov,178008,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
29,Local-gov,101912,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Self-emp-not-inc,44513,Prof-school,15,Widowed,Prof-specialty,Wife,White,Female,8488,0,32,United-States,>50K
54,Self-emp-not-inc,235694,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,Federal-gov,307146,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
49,Private,351853,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
59,Private,275015,10th,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,3184,0,59,United-States,<=50K
38,Local-gov,229336,10th,5,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
33,Private,141610,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Dominican-Republic,<=50K
41,Private,303450,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1979,58,United-States,>50K
52,Private,311425,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
45,Private,295774,Masters,14,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
41,Private,185362,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,41,United-States,<=50K
45,Private,249574,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
30,Local-gov,189112,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,160445,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Private,116880,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,14795,0,40,,>50K
40,State-gov,229295,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,14858,0,76,United-States,>50K
46,Private,107827,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,59,United-States,>50K
33,Private,125004,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,Private,267019,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
33,Private,43551,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,430163,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
20,Private,210451,Some-college,10,Married-spouse-absent,Other-service,Own-child,White,Male,0,0,22,United-States,<=50K
52,Private,213299,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,2385,63,United-States,>50K
18,State-gov,144308,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,28,United-States,<=50K
32,State-gov,296326,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Local-gov,45331,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,9093,0,50,United-States,>50K
35,Private,204838,Assoc-voc,11,Never-married,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K
38,Self-emp-not-inc,20239,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
62,Private,247268,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
65,Self-emp-not-inc,33014,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,14851,0,35,United-States,>50K
31,Private,235967,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
25,Private,27676,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
69,Self-emp-not-inc,196835,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-inc,224622,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5379,0,36,United-States,>50K
42,Private,124015,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,,<=50K
54,Private,121869,Assoc-acdm,12,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,29,United-States,>50K
41,Private,172928,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Female,0,0,32,United-States,<=50K
38,Private,186278,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,<=50K
37,Private,276542,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,>50K
45,Local-gov,179585,HS-grad,9,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
48,Self-emp-not-inc,174792,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,31,United-States,<=50K
44,Private,183539,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2358,61,United-States,>50K
33,Private,192478,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
44,Private,205832,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
47,Private,279625,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,15,United-States,>50K
25,Private,274236,10th,8,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,49,El-Salvador,<=50K
59,State-gov,90227,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
39,Private,106988,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
32,Local-gov,266116,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,382815,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,59,United-States,<=50K
66,Private,235289,5th-6th,4,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,50,Puerto-Rico,>50K
42,Private,382748,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,>50K
43,Private,189471,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3199,0,45,United-States,<=50K
28,Private,127646,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,129087,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
69,Self-emp-inc,115362,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43,Local-gov,201015,HS-grad,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,11,United-States,>50K
