age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
36.0,Private,261763.0,HS-grad,Separated,Sales,Husband,White,Female,0,0,0,United-States,>50K
33.0,Private,285755.0,Assoc-voc,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
34.0,Private,359418.0,Doctorate,Divorced,Adm-clerical,Wife,White,Male,1,0,1,United-States,<=50K
28.0,Private,273924.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0,United-States,>50K
32.0,Private,318533.0,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Male,1,0,2,United-States,<=50K
33.0,Private,299711.0,Masters,Divorced,Sales,Own-child,White,Female,1,0,0,United-States,<=50K
33.0,Private,319146.0,Assoc-voc,Divorced,Handlers-cleaners,Husband,White,Male,1,0,0,United-States,<=50K
36.0,Private,277079.0,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,2,United-States,<=50K
29.0,Private,331432.0,Masters,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,>50K
28.0,Private,318257.0,Assoc-acdm,Divorced,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
35.0,Private,284655.0,Masters,Married-civ-spouse,Machine-op-inspct,Wife,Black,Male,0,0,0,United-States,<=50K
27.0,Private,313052.0,5th-6th,Divorced,Farming-fishing,Own-child,Black,Female,0,0,0,United-States,<=50K
21.0,Private,339999.0,1st-4th,Never-married,Other-service,Other-relative,White,Female,0,0,0,United-States,<=50K
29.0,Private,310454.0,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,0,United-States,<=50K
29.0,Local-gov,287606.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,0,United-States,>50K
34.0,Private,283640.0,10th,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,1,0,0,United-States,>50K
28.0,Local-gov,320880.0,7th-8th,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,2,United-States,>50K
25.0,Private,283364.0,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,>50K
27.0,Self-emp-not-inc,318610.0,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
26.0,Private,341359.0,Masters,Divorced,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
34.0,Private,266468.0,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,1,0,0,United-States,<=50K
30.0,Private,295325.0,Some-college,Divorced,Prof-specialty,Own-child,White,Female,1,0,2,United-States,<=50K
30.0,Private,317018.0,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,0,0,1,United-States,>50K
25.0,Private,331385.0,Prof-school,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,0,United-States,<=50K
30.0,Local-gov,309216.0,Masters,Never-married,Transport-moving,Not-in-family,White,Male,0,1,0,United-States,<=50K
30.0,Private,295163.0,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
28.0,Private,315430.0,10th,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,>50K
26.0,Private,327477.0,Assoc-acdm,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,0,United-States,<=50K
33.0,Private,293216.0,Bachelors,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,0,United-States,>50K
28.0,Private,283759.0,Some-college,Never-married,Exec-managerial,Wife,White,Female,0,1,0,United-States,>50K
26.0,Private,349853.0,Some-college,Never-married,Other-service,Not-in-family,Black,Female,0,1,2,United-States,<=50K
24.0,Private,331067.0,HS-grad,Divorced,Adm-clerical,Other-relative,White,Male,0,0,0,United-States,<=50K
28.0,Private,343564.0,Some-college,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
27.0,Private,321680.0,1st-4th,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
30.0,Private,287151.0,Some-college,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,1,2,United-States,>50K
27.0,Private,314565.0,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
24.0,Local-gov,301640.0,Prof-school,Never-married,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
33.0,Private,262118.0,HS-grad,Never-married,Adm-clerical,Husband,White,Female,1,0,0,United-States,>50K
35.0,Private,269350.0,Bachelors,Divorced,Craft-repair,Own-child,White,Female,0,1,0,United-States,<=50K
27.0,Local-gov,346667.0,Some-college,Never-married,Transport-moving,Wife,White,Male,0,0,1,United-States,<=50K
30.0,Local-gov,327658.0,7th-8th,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,<=50K
29.0,Local-gov,289319.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,1,United-States,<=50K
29.0,Local-gov,343385.0,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
24.0,Private,268156.0,Masters,Never-married,Adm-clerical,Own-child,White,Male,1,0,0,United-States,<=50K
27.0,Private,315886.0,Assoc-acdm,Divorced,Machine-op-inspct,Husband,White,Female,0,0,2,United-States,>50K
35.0,Local-gov,270302.0,Assoc-voc,Never-married,Adm-clerical,Unmarried,White,Male,1,0,2,United-States,>50K
29.0,Private,326509.0,Masters,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1,0,United-States,<=50K
26.0,Private,344491.0,Assoc-voc,Married-civ-spouse,Sales,Wife,White,Male,0,0,2,United-States,<=50K
31.0,Private,300615.0,Bachelors,Never-married,Handlers-cleaners,Wife,White,Male,0,0,2,United-States,>50K
28.0,Private,318071.0,Masters,Never-married,Exec-managerial,Wife,White,Female,0,0,0,United-States,>50K
30.0,Private,270715.0,11th,Never-married,Transport-moving,Wife,White,Female,0,1,1,United-States,<=50K
29.0,Private,311343.0,Assoc-voc,Divorced,Tech-support,Husband,Black,Male,0,0,2,United-States,<=50K
29.0,Private,291335.0,HS-grad,Widowed,Adm-clerical,Own-child,White,Male,0,0,0,United-States,>50K
33.0,Private,305975.0,Doctorate,Never-married,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
30.0,Private,277410.0,HS-grad,Divorced,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
34.0,Self-emp-inc,281699.0,Assoc-voc,Married-civ-spouse,Sales,Wife,Black,Female,0,0,2,United-States,>50K
32.0,Private,307199.0,HS-grad,Never-married,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,<=50K
30.0,Self-emp-not-inc,318828.0,12th,Married-civ-spouse,Transport-moving,Wife,White,Male,0,0,1,United-States,<=50K
38.0,Private,291734.0,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
21.0,Private,340896.0,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,0,0,2,United-States,<=50K
30.0,Private,301705.0,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,2,United-States,<=50K
32.0,Private,262271.0,Bachelors,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
29.0,Private,301587.0,Masters,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,1,0,0,United-States,>50K
28.0,Private,308754.0,Masters,Never-married,Machine-op-inspct,Husband,White,Female,0,0,2,United-States,<=50K
30.0,Private,346586.0,Some-college,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,1,0,0,United-States,<=50K
27.0,Private,321935.0,HS-grad,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,0,United-States,>50K
30.0,Private,325686.0,Bachelors,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,>50K
37.0,Federal-gov,284168.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0,United-States,<=50K
27.0,Private,330568.0,HS-grad,Divorced,Handlers-cleaners,Other-relative,White,Female,0,0,2,United-States,>50K
34.0,Private,261204.0,Masters,Separated,Prof-specialty,Not-in-family,White,Male,1,0,2,United-States,<=50K
36.0,Private,271526.0,Assoc-acdm,Never-married,Protective-serv,Unmarried,Black,Female,0,0,2,United-States,>50K
31.0,Private,288291.0,Masters,Never-married,Exec-managerial,Unmarried,White,Male,0,0,2,United-States,<=50K
34.0,Private,280993.0,Masters,Never-married,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
31.0,Private,341290.0,Masters,Married-civ-spouse,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
32.0,Private,288551.0,HS-grad,Never-married,Prof-specialty,Wife,Black,Female,0,1,0,United-States,>50K
35.0,Local-gov,306669.0,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,0,United-States,<=50K
29.0,Private,269058.0,Bachelors,Never-married,Adm-clerical,Unmarried,White,Male,0,1,2,United-States,<=50K
33.0,Private,294802.0,Assoc-acdm,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
24.0,Private,342473.0,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
29.0,Private,316565.0,1st-4th,Divorced,Sales,Wife,White,Female,1,0,2,United-States,<=50K
29.0,State-gov,283985.0,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,1,1,0,United-States,<=50K
33.0,Private,279762.0,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,0,United-States,<=50K
32.0,Private,287829.0,HS-grad,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
31.0,Private,288652.0,Masters,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,>50K
31.0,Private,259650.0,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,0,United-States,<=50K
25.0,Local-gov,290650.0,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,1,0,1,United-States,<=50K
29.0,Private,304440.0,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,2,United-States,<=50K
30.0,Local-gov,313316.0,Assoc-acdm,Never-married,Sales,Own-child,White,Male,1,0,0,United-States,>50K
26.0,Private,310822.0,11th,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,>50K
26.0,Private,340616.0,Assoc-acdm,Widowed,Sales,Husband,White,Female,0,0,1,United-States,>50K
25.0,Local-gov,305839.0,Assoc-voc,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
25.0,Private,341064.0,Bachelors,Never-married,Machine-op-inspct,Wife,Black,Male,0,0,0,United-States,<=50K
32.0,Private,315789.0,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,<=50K
26.0,Private,312935.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,2,United-States,<=50K
29.0,Private,278228.0,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
36.0,Private,253620.0,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
25.0,Private,309125.0,11th,Divorced,Transport-moving,Unmarried,Black,Female,0,0,2,United-States,<=50K
33.0,Private,313941.0,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
31.0,Private,276606.0,Masters,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,2,United-States,>50K
26.0,Private,297405.0,1st-4th,Never-married,Machine-op-inspct,Own-child,White,Male,1,0,0,United-States,<=50K
31.0,Self-emp-not-inc,290809.0,Bachelors,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
34.0,Private,278729.0,Assoc-voc,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,>50K
26.0,Self-emp-not-inc,289162.0,11th,Never-married,Craft-repair,Own-child,White,Female,0,0,2,United-States,>50K
39.0,Private,309876.0,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Male,0,0,0,United-States,<=50K
32.0,Private,303608.0,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,Female,1,0,2,United-States,>50K
32.0,Private,280688.0,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,United-States,>50K
30.0,Private,338702.0,Assoc-acdm,Divorced,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
28.0,Private,307064.0,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,0,0,0,United-States,<=50K
30.0,Private,308102.0,HS-grad,Never-married,Protective-serv,Wife,White,Male,1,0,0,United-States,<=50K
31.0,Private,296459.0,Some-college,Divorced,Tech-support,Not-in-family,White,Female,1,0,0,United-States,>50K
31.0,Private,342903.0,11th,Never-married,Tech-support,Own-child,White,Male,0,0,1,United-States,<=50K
32.0,Private,282491.0,HS-grad,Divorced,Craft-repair,Wife,White,Male,0,0,0,United-States,<=50K
32.0,Private,256712.0,Assoc-voc,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,0,United-States,<=50K
27.0,Private,322920.0,Some-college,Married-civ-spouse,Other-service,Wife,White,Male,0,1,0,United-States,<=50K
25.0,Private,318613.0,Some-college,Never-married,Adm-clerical,Wife,White,Male,0,0,2,United-States,<=50K
40.0,Private,278011.0,Some-college,Never-married,Other-service,Husband,White,Male,1,1,2,United-States,<=50K
26.0,Private,332439.0,Some-college,Never-married,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
31.0,Private,315244.0,5th-6th,Divorced,Handlers-cleaners,Husband,White,Female,0,0,2,United-States,<=50K
25.0,Self-emp-not-inc,320709.0,Assoc-voc,Divorced,Sales,Husband,Black,Male,0,0,0,United-States,>50K
32.0,Private,339012.0,Assoc-voc,Never-married,Other-service,Own-child,White,Male,1,0,0,United-States,<=50K
30.0,Private,289320.0,Assoc-voc,Never-married,Other-service,Wife,White,Male,0,0,2,United-States,<=50K
27.0,Private,389346.0,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
29.0,Private,308482.0,Bachelors,Divorced,Transport-moving,Unmarried,Black,Female,0,0,0,United-States,<=50K
28.0,Private,308916.0,HS-grad,Never-married,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
34.0,Private,281098.0,Bachelors,Never-married,Sales,Unmarried,White,Male,0,0,0,United-States,<=50K
36.0,Private,286174.0,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,>50K
26.0,Private,309258.0,1st-4th,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,1,United-States,<=50K
26.0,Private,329180.0,Prof-school,Never-married,Adm-clerical,Husband,White,Female,0,0,2,United-States,<=50K
34.0,Self-emp-inc,273994.0,Masters,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,>50K
28.0,Private,345088.0,Some-college,Married-civ-spouse,Transport-moving,Unmarried,White,Male,1,0,0,United-States,<=50K
25.0,Local-gov,307619.0,Bachelors,Divorced,Exec-managerial,Other-relative,White,Male,0,0,0,United-States,<=50K
29.0,Private,319071.0,HS-grad,Divorced,Adm-clerical,Husband,White,Female,0,1,0,United-States,<=50K
26.0,Private,319531.0,Prof-school,Divorced,Transport-moving,Own-child,White,Male,0,0,1,United-States,>50K
31.0,Private,292219.0,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,>50K
28.0,Private,332065.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,1,0,2,United-States,<=50K
31.0,Private,290462.0,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
29.0,Private,296270.0,Assoc-voc,Never-married,Sales,Husband,White,Female,0,0,2,United-States,<=50K
37.0,Private,316766.0,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
29.0,Local-gov,332791.0,12th,Divorced,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
29.0,Private,293322.0,11th,Never-married,Adm-clerical,Wife,White,Male,0,0,1,United-States,<=50K
30.0,Private,279154.0,Bachelors,Married-civ-spouse,Sales,Wife,White,Male,0,0,0,United-States,<=50K
30.0,Private,315470.0,Some-college,Married-civ-spouse,Sales,Wife,Black,Male,0,0,2,United-States,<=50K
29.0,Private,314378.0,Bachelors,Never-married,Transport-moving,Not-in-family,White,Female,0,0,0,United-States,>50K
23.0,Private,326200.0,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,0,United-States,<=50K
28.0,Private,289642.0,Some-college,Never-married,Tech-support,Wife,White,Male,0,0,2,United-States,<=50K
23.0,Private,288699.0,11th,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,0,United-States,<=50K
28.0,Private,264320.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,1,0,0,United-States,<=50K
33.0,Private,288164.0,Bachelors,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,0,United-States,<=50K
24.0,Private,307226.0,Prof-school,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,2,United-States,>50K
27.0,Private,267040.0,Some-college,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,1,0,0,United-States,<=50K
28.0,Self-emp-inc,297671.0,Doctorate,Divorced,Tech-support,Husband,White,Female,0,0,2,United-States,<=50K
28.0,Private,303306.0,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Male,1,0,0,United-States,>50K
35.0,Private,284972.0,11th,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K
33.0,Private,272538.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,1,0,2,United-States,<=50K
30.0,Private,294022.0,11th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,>50K
30.0,Private,282600.0,Some-college,Divorced,Machine-op-inspct,Husband,White,Female,0,0,2,United-States,<=50K
21.0,Private,367176.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
36.0,Local-gov,309278.0,HS-grad,Divorced,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
28.0,Private,358824.0,Masters,Never-married,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
31.0,Local-gov,295755.0,Bachelors,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,>50K
28.0,Private,301243.0,Masters,Married-civ-spouse,Farming-fishing,Wife,White,Male,1,1,0,United-States,<=50K
29.0,Private,354896.0,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
33.0,Private,297700.0,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,0,0,2,United-States,>50K
29.0,Private,315562.0,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,0,0,United-States,>50K
26.0,Private,288946.0,Assoc-voc,Divorced,Sales,Unmarried,White,Male,1,0,2,United-States,<=50K
25.0,Private,368538.0,1st-4th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,0,United-States,>50K
28.0,Private,311173.0,Some-college,Never-married,Tech-support,Husband,White,Female,1,0,2,United-States,<=50K
29.0,Private,351880.0,HS-grad,Divorced,Protective-serv,Own-child,Black,Female,0,0,2,United-States,<=50K
28.0,Private,308265.0,10th,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,0,United-States,<=50K
28.0,Private,298229.0,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,0,0,0,United-States,<=50K
31.0,Private,308659.0,Masters,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
31.0,Private,272194.0,11th,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,2,United-States,<=50K
29.0,Private,325738.0,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,2,United-States,>50K
34.0,Private,328962.0,Assoc-voc,Never-married,Exec-managerial,Wife,White,Male,0,0,1,United-States,<=50K
31.0,Private,321500.0,Doctorate,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
32.0,Private,254857.0,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
27.0,Private,300978.0,11th,Never-married,Tech-support,Wife,Black,Male,1,0,0,United-States,<=50K
29.0,Private,303393.0,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,0,0,0,United-States,>50K
30.0,Private,350317.0,Masters,Never-married,Transport-moving,Husband,White,Male,1,0,2,United-States,<=50K
31.0,Federal-gov,292591.0,10th,Divorced,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
30.0,Private,355464.0,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,1,2,United-States,<=50K
26.0,Private,308108.0,11th,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
24.0,Private,343706.0,Some-college,Divorced,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
26.0,Private,335636.0,Bachelors,Never-married,Sales,Wife,White,Male,0,0,2,United-States,<=50K
28.0,Private,311992.0,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,2,United-States,<=50K
32.0,Private,308123.0,Masters,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
30.0,Private,300414.0,Masters,Divorced,Exec-managerial,Husband,White,Female,0,0,2,United-States,<=50K
32.0,Private,305305.0,Masters,Divorced,Sales,Own-child,White,Female,0,0,2,United-States,>50K
