age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
31,Private,199902,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,United-States,<=50K
31,Private,244925,HS-grad,Never-married,Adm-clerical,Husband,White,Male,1,0,0,United-States,<=50K
27,Private,189826,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,1,0,United-States,<=50K
30,Private,209265,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Jamaica,<=50K
30,Private,215903,Some-college,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
34,Private,195429,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,0,Scotland,>50K
32,Private,246252,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,>50K
35,Private,204606,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,1,0,United-States,<=50K
34,Private,207004,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,>50K
32,Private,232605,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
33,Local-gov,173705,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
34,Private,199535,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,0,United-States,<=50K
32,Private,173338,Some-college,Never-married,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
35,Private,164652,Assoc-acdm,Married-civ-spouse,Craft-repair,Unmarried,White,Male,1,0,0,United-States,<=50K
30,Private,225832,Some-college,Married-civ-spouse,Tech-support,Husband,White,Female,1,0,0,Jamaica,<=50K
31,Private,233556,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
34,Private,247989,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,0,0,United-States,<=50K
33,Private,178110,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,0,Jamaica,<=50K
32,Private,220652,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,0,Mexico,<=50K
26,Private,192317,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,Mexico,<=50K
36,Private,220142,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,Black,Female,0,0,0,United-States,<=50K
32,Private,170144,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
39,Private,180577,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
35,Private,174398,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,1,0,Philippines,<=50K
28,Private,217030,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
34,Private,206480,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,Jamaica,<=50K
30,Private,178025,Some-college,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,0,Jamaica,<=50K
31,Private,192917,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,1,0,0,United-States,>50K
33,Private,200668,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
37,Private,196291,HS-grad,Never-married,Handlers-cleaners,Husband,Black,Male,0,1,0,Philippines,<=50K
36,Private,163847,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,0,United-States,>50K
34,Private,233485,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,0,Jamaica,>50K
31,Private,228996,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
35,Private,206475,Some-college,Never-married,Handlers-cleaners,Husband,Black,Male,0,0,0,United-States,<=50K
28,Private,188917,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
29,Private,197714,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
37,Private,173060,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
34,Private,186711,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
31,Private,246635,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,0,United-States,<=50K
28,Private,205782,Some-college,Never-married,Handlers-cleaners,Husband,White,Female,1,1,0,Philippines,<=50K
35,Private,195670,HS-grad,Never-married,Adm-clerical,Husband,White,Female,1,1,0,United-States,<=50K
34,Private,214174,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
29,Private,211752,Bachelors,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,0,0,0,Mexico,<=50K
29,Self-emp-inc,182355,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,1,0,United-States,<=50K
27,Private,172059,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,1,2,Jamaica,<=50K
39,Private,192484,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,1,0,0,United-States,<=50K
27,Private,188904,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,>50K
37,Private,225405,HS-grad,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
36,Private,188742,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,>50K
31,Private,199718,Some-college,Never-married,Tech-support,Husband,White,Male,0,0,0,Jamaica,<=50K
31,Private,210293,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Female,1,0,0,Jamaica,>50K
36,Private,189228,Prof-school,Never-married,Craft-repair,Husband,White,Female,0,1,0,United-States,>50K
26,Self-emp-inc,222946,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
34,Private,192020,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,0,United-States,>50K
35,Private,189351,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Philippines,<=50K
31,Private,244147,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,Female,1,0,0,United-States,<=50K
39,Self-emp-inc,173585,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
38,Private,183370,11th,Married-civ-spouse,Transport-moving,Unmarried,White,Male,0,0,0,United-States,<=50K
29,Private,209974,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
27,Without-pay,227318,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
29,Private,207619,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,1,0,0,United-States,<=50K
34,Private,179646,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
32,Private,196609,Some-college,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,0,0,Jamaica,<=50K
31,Private,241679,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
30,Private,189128,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,1,0,0,United-States,>50K
32,Private,177242,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
34,Private,226883,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,1,0,2,United-States,>50K
37,Private,186475,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,1,0,0,United-States,>50K
31,Private,197371,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,1,0,0,Philippines,<=50K
34,Private,188662,HS-grad,Never-married,Adm-clerical,Husband,White,Female,0,0,0,United-States,<=50K
32,Private,180669,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
30,Private,189066,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
30,Private,230757,HS-grad,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,0,United-States,<=50K
37,Private,180436,Some-college,Never-married,Transport-moving,Husband,White,Female,1,1,0,United-States,>50K
33,Private,174350,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,0,United-States,<=50K
32,Private,233622,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
35,Private,186111,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,0,Jamaica,<=50K
27,Private,203204,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
24,Private,267992,Some-college,Never-married,Exec-managerial,Wife,White,Female,0,0,0,Jamaica,<=50K
35,Private,195451,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
22,Private,213079,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,0,United-States,<=50K
30,Private,155653,HS-grad,Never-married,Adm-clerical,Husband,White,Female,0,0,0,United-States,<=50K
30,Private,252910,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Jamaica,<=50K
30,Private,214208,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
33,Private,188095,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
28,Private,221254,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,Mexico,<=50K
32,Private,190028,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
30,Self-emp-inc,204684,Some-college,Never-married,Craft-repair,Husband,White,Male,0,0,0,Jamaica,<=50K
37,Private,199418,HS-grad,Never-married,Craft-repair,Husband,White,Female,1,1,2,Jamaica,<=50K
26,Private,214403,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
32,Private,194760,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,0,United-States,>50K
32,Self-emp-inc,165151,Some-college,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,0,Jamaica,>50K
32,Private,215049,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
34,Private,174094,Some-college,Married-civ-spouse,Prof-specialty,Own-child,Black,Female,0,0,0,Jamaica,>50K
26,Private,184629,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,Jamaica,<=50K
37,Without-pay,188936,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
35,Private,181475,Some-college,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,1,1,0,Jamaica,<=50K
33,Private,174340,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,0,United-States,<=50K
29,Federal-gov,194518,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
31,Private,204937,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,1,0,Jamaica,<=50K
39,Private,176552,HS-grad,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,0,United-States,<=50K
26,Private,201005,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,0,United-States,<=50K
34,Private,189731,Some-college,Never-married,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
34,Self-emp-inc,182773,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,0,1,0,Jamaica,>50K
38,Private,202136,10th,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
31,Private,176271,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
28,Private,181933,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,<=50K
29,Private,178153,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,0,1,0,United-States,<=50K
35,Private,178131,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
34,Private,224280,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0,United-States,<=50K
36,Federal-gov,159321,Some-college,Never-married,Transport-moving,Unmarried,White,Female,0,0,0,United-States,<=50K
35,Private,168936,Some-college,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Female,1,0,0,United-States,>50K
39,Private,195851,HS-grad,Never-married,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
35,Private,191228,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Jamaica,<=50K
28,Without-pay,223428,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
35,Private,200342,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,>50K
30,Private,186732,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
33,Private,162329,Some-college,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,0,United-States,<=50K
34,Private,208485,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,1,0,United-States,>50K
34,Private,214675,Some-college,Never-married,Transport-moving,Husband,White,Female,0,0,0,United-States,<=50K
31,Private,195726,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,0,United-States,>50K
32,Private,185730,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
33,Private,247240,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,Mexico,<=50K
35,Private,176106,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,1,1,0,Jamaica,<=50K
30,Private,229276,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,2,United-States,<=50K
33,Private,244250,10th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,1,0,0,United-States,<=50K
35,Private,232925,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,>50K
29,Private,196812,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,0,Philippines,<=50K
34,Private,180868,Some-college,Widowed,Other-service,Husband,White,Male,0,1,0,Philippines,<=50K
31,Self-emp-inc,205011,Some-college,Never-married,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,>50K
35,Private,179762,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,0,0,United-States,<=50K
26,Local-gov,182164,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
27,Private,257587,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
31,Private,203377,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,0,0,0,United-States,<=50K
34,Private,182793,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,0,Jamaica,<=50K
36,Private,178227,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
35,Private,203760,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Female,1,0,0,Philippines,<=50K
27,Private,187082,Some-college,Divorced,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
30,Private,219277,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
37,Private,183269,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Female,1,0,0,United-States,<=50K
38,Private,204686,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1,0,0,United-States,<=50K
34,Private,190353,Some-college,Never-married,Prof-specialty,Own-child,Black,Male,0,0,0,Jamaica,>50K
33,Private,225560,Some-college,Never-married,Transport-moving,Husband,White,Female,0,0,0,United-States,<=50K
32,Federal-gov,190321,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,1,0,0,United-States,<=50K
33,Private,197015,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
33,Private,204418,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,2,United-States,>50K
36,Private,226808,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Black,Male,1,0,0,United-States,>50K
37,Self-emp-inc,215629,HS-grad,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
26,Self-emp-inc,186675,Some-college,Separated,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
34,Private,221732,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,0,Jamaica,>50K
35,Private,214292,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,0,0,0,United-States,>50K
38,Private,194807,Some-college,Never-married,Priv-house-serv,Own-child,White,Female,1,0,0,United-States,>50K
36,Private,194811,Some-college,Never-married,Tech-support,Not-in-family,Black,Male,0,0,0,United-States,<=50K
23,Private,211960,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,1,0,0,United-States,<=50K
28,Private,221801,Some-college,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,0,Mexico,<=50K
33,Private,243403,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,0,United-States,<=50K
36,Private,180052,Some-college,Never-married,Craft-repair,Husband,White,Female,0,1,0,United-States,>50K
30,Private,259940,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,1,0,United-States,<=50K
32,Private,216983,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,1,0,United-States,<=50K
30,Private,193017,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
34,Local-gov,168283,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1,0,United-States,<=50K
35,Local-gov,198735,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,0,United-States,<=50K
30,Private,188654,Assoc-acdm,Divorced,Sales,Unmarried,White,Male,1,0,2,United-States,<=50K
29,Private,201838,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,2,United-States,<=50K
35,Private,200611,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,United-States,>50K
35,Private,234144,10th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,1,0,0,United-States,>50K
29,Private,207082,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
36,Private,213491,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,1,0,0,United-States,>50K
26,Private,231616,Some-college,Divorced,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
34,Private,209457,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,0,United-States,>50K
33,Private,200939,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,1,0,United-States,>50K
36,Private,153226,HS-grad,Never-married,Exec-managerial,Wife,White,Female,1,0,0,United-States,<=50K
39,Private,169395,HS-grad,Never-married,Craft-repair,Husband,White,Male,1,1,0,United-States,<=50K
38,Private,172890,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,1,0,0,United-States,<=50K
31,Private,225552,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,0,United-States,>50K
31,Private,191281,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,>50K
33,Private,192937,Bachelors,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,2,Jamaica,<=50K
35,Private,195501,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,>50K
35,Private,210003,Some-college,Divorced,Craft-repair,Husband,White,Male,1,1,0,United-States,<=50K
34,Private,215622,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,Jamaica,<=50K
21,Federal-gov,188101,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
26,Private,197171,HS-grad,Divorced,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
34,Private,171012,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,1,0,United-States,<=50K
33,Self-emp-inc,176719,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,0,Jamaica,<=50K
35,Private,221040,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
30,Private,176593,Assoc-voc,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,1,0,0,Jamaica,<=50K
28,Private,196490,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,1,0,United-States,>50K
32,Private,196830,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
31,Private,192749,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,0,United-States,<=50K
27,Private,148248,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
32,Private,162812,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,0,0,Jamaica,<=50K
34,Private,184730,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,0,United-States,>50K
30,Private,257274,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
36,Private,194878,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,>50K
30,Private,253689,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,0,United-States,<=50K
31,Private,181553,Some-college,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
34,Self-emp-inc,177697,HS-grad,Married-civ-spouse,Tech-support,Not-in-family,White,Male,1,0,0,United-States,<=50K
38,Without-pay,180522,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,0,United-States,<=50K
35,Private,222884,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,0,United-States,<=50K
35,Private,176307,Some-college,Never-married,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
35,Private,175009,HS-grad,Never-married,Adm-clerical,Husband,White,Male,0,0,0,Jamaica,<=50K
34,Local-gov,219546,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,0,0,United-States,<=50K
35,Private,184826,HS-grad,Never-married,Tech-support,Unmarried,White,Male,1,1,0,United-States,<=50K
38,Private,184302,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,1,0,United-States,<=50K
34,Private,204155,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
30,Private,202543,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,1,0,Mexico,<=50K
31,Private,212811,Some-college,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,0,Jamaica,>50K
32,Private,186950,Some-college,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,1,2,Jamaica,>50K
30,Private,218741,Some-college,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,0,United-States,>50K
33,Private,233797,Some-college,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,1,1,0,United-States,<=50K
36,Private,188013,Bachelors,Never-married,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
31,Self-emp-inc,185859,Some-college,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,0,United-States,<=50K
32,Private,169748,Some-college,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,0,United-States,<=50K
35,Private,212587,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
35,Private,235744,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1,0,United-States,<=50K
31,Private,176666,Some-college,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,0,Jamaica,<=50K
37,Private,217301,HS-grad,Never-married,Transport-moving,Wife,White,Female,0,0,0,United-States,<=50K
31,Private,202866,Some-college,Never-married,Craft-repair,Wife,White,Male,0,0,0,United-States,<=50K
29,Private,223732,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
29,Private,260373,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,Jamaica,>50K
31,Private,216173,Some-college,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,1,0,Jamaica,<=50K
30,Private,225883,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,1,0,United-States,<=50K
30,Private,186864,9th,Married-civ-spouse,Craft-repair,Unmarried,White,Male,0,0,0,United-States,<=50K
36,Private,168083,Bachelors,Never-married,Exec-managerial,Husband,White,Female,0,1,0,United-States,<=50K
36,Private,188528,HS-grad,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
37,Private,201676,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,0,United-States,<=50K
31,Private,233540,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,0,0,2,Jamaica,<=50K
33,Private,190461,Some-college,Never-married,Handlers-cleaners,Wife,White,Female,1,0,0,United-States,<=50K
33,Self-emp-inc,200536,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,0,1,0,Jamaica,>50K
