age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
39.0,Private,43572.402,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,225520.36,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1883.7203,40.0,United-States,>50K
25.0,Private,233755.69,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
45.0,Private,279836.56,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,17468.361,0.0,49.90735,United-States,>50K
42.0,Private,77589.43,Assoc-voc,11.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,107503.34,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,122331.52,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,181750.03,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,60.0,United-States,<=50K
19.0,Private,235186.03,11th,7.0,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,13.518042,United-States,<=50K
37.0,Private,31787.941,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,79.646164,United-States,>50K
66.25866,Private,199470.08,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,3.699284,United-States,<=50K
37.0,State-gov,176653.16,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1885.9344,40.0,United-States,>50K
41.0,Private,155465.72,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,179671.1,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,7688.0,0.0,45.0,United-States,>50K
50.0,Federal-gov,113794.15,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,99999.0,0.0,40.0,United-States,>50K
43.0,Private,113753.45,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
61.0,Private,32769.07,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
44.0,Private,199899.31,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1935.8958,45.0,United-States,>50K
52.0,Private,188090.7,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,14343.323,0.0,50.0,United-States,>50K
45.0,nan,98284.18,Bachelors,13.0,Married-civ-spouse,nan,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,52766.934,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
36.0,Private,107535.77,Bachelors,13.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,55.0,United-States,>50K
29.0,Private,311587.6,HS-grad,9.0,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,45.56855,United-States,>50K
31.0,Private,43720.14,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
60.0,Private,175977.06,Bachelors,13.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,nan,166012.47,Some-college,10.0,Never-married,nan,Own-child,White,Male,4669.428,0.0,40.0,United-States,<=50K
29.0,State-gov,92001.086,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Self-emp-not-inc,183912.39,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
28.0,nan,274751.84,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,47.37166,South,>50K
49.0,Self-emp-inc,121288.164,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.721565,United-States,<=50K
28.254185,Private,248513.52,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,197282.84,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,165524.38,12th,7.0,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,191281.8,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1892.2892,55.0,United-States,>50K
50.0,Private,180526.3,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
23.0,Private,371796.88,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,37.946804,United-States,<=50K
51.44251,Private,264020.47,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,>50K
59.048065,Self-emp-not-inc,195056.62,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
46.0,Private,229617.22,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,315871.62,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,35.0,Ecuador,>50K
44.0,Private,50505.86,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
44.0,Private,176869.92,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,228097.6,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Mexico,<=50K
36.0,Private,306536.1,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23.0,Private,179274.48,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,165174.64,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,England,<=50K
30.0,Private,388661.4,1st-4th,3.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
51.0,Private,191101.7,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
23.0,Local-gov,260532.55,Bachelors,13.0,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,50.0,United-States,<=50K
56.0,Private,282937.28,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,202372.39,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,41.080338,United-States,>50K
36.57025,Private,95331.85,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
42.0,Private,185145.12,HS-grad,9.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,33.30015,United-States,<=50K
33.0,Private,102928.42,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,60.0,United-States,<=50K
43.0,Private,31528.852,Bachelors,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,48.0,United-States,>50K
52.0,Self-emp-not-inc,162807.98,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,15024.0,0.0,40.0,United-States,>50K
22.0,Private,160192.16,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
26.0,Private,59962.15,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,31.142351,United-States,<=50K
36.0,State-gov,162520.9,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
29.0,nan,112426.34,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
33.0,Private,112538.13,HS-grad,9.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
42.0,nan,131849.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
71.59134,Local-gov,327861.5,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Male,3524.3862,0.0,55.0,United-States,>50K
41.037857,Private,186611.16,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,14263.349,0.0,55.0,United-States,>50K
29.0,Private,244772.05,12th,11.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,35.0,Mexico,<=50K
45.0,Federal-gov,154817.56,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
44.0,Self-emp-not-inc,198438.4,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,Columbia,>50K
40.0,Private,184118.52,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
58.0,Private,356143.25,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,>50K
50.0,Self-emp-inc,267545.47,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40.0,United-States,>50K
32.0,Private,200355.62,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
51.0,Private,357613.28,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,50.0,United-States,>50K
37.0,Private,428851.56,HS-grad,9.0,Separated,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Private,191111.92,HS-grad,9.0,Divorced,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,England,<=50K
17.432688,Private,200202.97,Assoc-acdm,7.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
22.0,Private,160527.14,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,>50K
31.0,Private,362805.9,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Local-gov,236420.08,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
20.0,Private,193630.1,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
36.0,Private,172790.69,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
61.0,Private,179364.84,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.877855,United-States,>50K
46.142452,Private,139601.14,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,47.032207,United-States,>50K
39.0,Private,210936.83,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
53.543102,Private,106817.88,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,Hungary,<=50K
40.0,Private,267097.66,Masters,14.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,nan,<=50K
51.0,Private,405566.4,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,Private,255166.39,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
48.0,Private,63403.992,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
51.0,Private,288624.47,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Female,0.0,1887.0,40.0,United-States,<=50K
34.528526,Private,70127.734,12th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
66.0,nan,109851.984,HS-grad,9.0,Married-civ-spouse,nan,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
69.78903,Local-gov,163516.27,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
54.0,Private,360858.06,HS-grad,7.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Self-emp-inc,127002.54,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
54.019257,Private,95554.625,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,182185.77,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
42.0,Private,76953.89,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,nan,>50K
45.0,Private,39753.51,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,25.0,United-States,<=50K
30.0,Private,160996.67,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,45.0,Mexico,<=50K
19.0,Local-gov,815020.2,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,Mexico,<=50K
22.0,Private,141832.36,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,13832.193,0.0,15.0,United-States,>50K
23.0,Self-emp-not-inc,275378.38,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,>50K
24.0,Private,140518.75,Assoc-acdm,12.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,96034.29,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,357930.7,HS-grad,9.0,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,40.0,nan,<=50K
39.0,Private,156248.1,Bachelors,13.0,Divorced,Adm-clerical,Other-relative,White,Female,3140.444,0.0,20.0,United-States,<=50K
36.0,Private,215479.12,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,nan,<=50K
44.0,Private,171474.8,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,>50K
47.0,Self-emp-inc,141553.39,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
38.0,Self-emp-inc,226437.53,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5052.969,0.0,50.0,United-States,>50K
31.0,nan,278451.47,HS-grad,9.0,Separated,nan,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,<=50K
44.0,Private,94227.93,Some-college,10.0,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Private,224742.55,11th,6.0,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,<=50K
50.0,Private,150771.6,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,171916.14,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,60.0,United-States,<=50K
32.0,Self-emp-not-inc,54014.164,Bachelors,13.0,Never-married,Exec-managerial,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
48.0,Private,168019.97,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
53.0,Private,77149.7,Assoc-acdm,12.0,Widowed,nan,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,196231.12,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50.21024,United-States,>50K
78.89782,Private,38282.316,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
45.0,Self-emp-not-inc,196879.8,HS-grad,9.0,Separated,Sales,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,55.0,South,<=50K
20.916788,Private,343495.16,Masters,14.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Private,301920.12,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,South,<=50K
56.0,State-gov,574938.5,Some-college,10.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30.105085,Cuba,<=50K
37.0,Private,217821.5,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40.0,United-States,>50K
35.0,Private,154060.36,HS-grad,9.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,El-Salvador,<=50K
30.0,Private,178292.45,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
64.0,nan,173089.94,11th,7.0,Divorced,nan,Not-in-family,White,Female,0.0,0.0,12.027116,United-States,<=50K
54.0,Local-gov,285596.06,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
31.0,Private,291965.9,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,>50K
63.24773,Private,153615.05,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Private,505312.22,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,Mexico,>50K
48.0,Local-gov,86779.08,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,93.377235,United-States,>50K
43.0,Private,148064.45,Prof-school,15.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,South,>50K
