Dim1,Dim2
-44.34339,-1.9506036
-4.786288,7.0794544
17.287752,10.439032
-15.550167,11.011053
-45.196587,-1.4924334
-45.036083,-0.6437054
-5.5125337,6.716902
2.1900837,-15.993179
2.3033118,-15.935829
-15.75772,3.939335
-12.8041725,5.777145
13.490326,-0.88986844
9.459796,15.998079
9.654517,8.110904
-5.502099,6.8845
31.569458,-0.16240852
10.615896,5.582043
23.91221,-0.2856916
10.006311,7.0001116
10.25028,5.0292697
9.245213,6.8299212
24.95731,-0.043365054
29.513163,0.8533202
29.071981,-2.1279485
8.062093,3.5229638
8.551118,3.492505
29.780325,5.3205266
23.533098,0.13849907
11.103651,5.990029
13.033137,9.783484
-16.18007,10.87606
-15.915887,11.718544
-16.662224,11.197842
-16.480543,12.035974
-17.054285,11.664802
24.187645,7.2933583
28.493961,-8.933856
10.203514,-5.1510406
27.064514,0.92248046
6.1331763,0.39784014
9.68216,0.10679597
4.7135744,8.184506
13.500555,4.9997306
30.448433,0.41677073
-15.833145,4.3876443
-14.4338455,3.8341084
-14.9692955,4.4634876
-13.996574,4.590442
28.73614,4.336189
12.097939,2.2797234
-13.199329,4.483631
-13.3751545,3.6424794
4.430731,0.6001911
6.275378,3.5160427
-1.2254707,-0.8622142
15.3954525,5.4264245
-14.255294,5.688216
6.133394,-16.464134
11.804103,-17.633095
6.980683,1.4577911
28.76508,-0.24775901
8.037306,8.545998
7.3188715,12.662635
8.544371,16.535503
21.986822,12.347222
16.998903,-13.198953
8.446219,5.5740385
0.5840012,8.999439
-3.4712908,7.7871923
-2.4043756,5.418422
15.590195,-4.9381905
14.702967,-1.8502967
5.8359137,1.9563133
7.089658,8.781178
25.672255,-2.8037915
-8.9697275,8.472207
20.002106,9.022491
22.359816,2.7967951
-5.4401736,8.957654
9.289516,1.5382166
26.61786,-1.1775575
27.028156,-1.5233285
-0.42436904,10.406802
18.044868,-3.356089
20.83436,9.626867
25.516043,1.1745687
15.499172,-4.9098115
9.395501,-0.8451074
16.054508,10.138307
25.205006,4.596853
26.870146,2.868106
-5.2642846,-25.404804
-5.2642846,-25.404804
-5.2642846,-25.404804
-5.2642846,-25.404804
-5.2642846,-25.404804
-5.2642846,-25.404804
30.928047,-2.376359
24.47363,-4.0232506
7.3843756,5.937774
10.458049,-5.792197
13.728983,0.10178084
17.456938,11.8728
22.32913,1.012402
6.9502563,7.0316358
6.8446994,7.0200467
30.510523,3.667426
8.484042,-3.7756212
8.711835,7.4654326
10.703189,13.795657
28.789892,-0.87965304
21.504192,1.722782
-8.412272,6.84749
-8.050697,5.3295484
-8.155211,5.2467375
-8.84993,5.852527
-9.159922,5.530626
26.492014,-3.132781
24.825727,-2.5635388
24.462095,-3.48785
25.815851,-4.7221217
29.895435,1.9565095
26.817661,-3.4754167
16.37421,1.0505126
22.800013,-1.2845197
-9.6963415,6.519609
11.196008,14.326939
34.29836,1.7967423
6.776975,9.035208
10.37765,-1.6478033
-5.6638365,-1.6757035
-16.9807,-2.2616804
-16.980076,-2.2620478
-17.663076,-3.3087106
-17.662895,-3.3087947
-13.4671,-1.041242
26.740465,5.307192
12.035412,1.8078151
-14.932221,-2.0380695
-15.078569,-2.033858
-14.865158,-2.7946236
-15.018327,-2.818097
-5.74255,0.51076263
-5.3920646,1.0478178
-5.5125666,0.6109314
-4.449574,2.1988356
34.65097,1.49366
26.181267,7.820889
37.10927,-2.6130958
-5.040215,13.75317
30.267357,-6.878833
24.751854,-11.988403
8.255695,-5.250556
-6.948292,12.688845
25.346922,-6.2443867
24.532202,-5.334169
23.750216,-12.593033
6.1317196,-3.252484
15.597043,4.2354827
-34.471485,-7.4607115
-36.021423,-8.274886
-34.544487,-5.388607
-34.61168,-4.851081
-36.89618,-2.156869
-36.89618,-2.156869
-36.19,-2.9171188
-35.9293,-2.644995
-38.217876,-7.5333486
-39.460762,-0.8351426
-39.460762,-0.8351426
-39.322952,-1.8055947
-39.82845,-1.8414075
-41.156155,1.49992
-41.156155,1.49992
-40.953495,-0.158585
-40.953495,-0.158585
-38.373524,-2.8157535
-38.258,0.55365396
-42.25885,1.7758905
-38.775703,1.2075788
-42.377403,0.5633908
-43.136826,0.8663146
-47.367348,4.715916
-47.367348,4.715916
-47.367348,4.715916
-47.367348,4.715916
-44.988964,2.4250908
31.791832,-7.960799
34.775303,-5.8728557
-45.550667,2.905206
-46.053276,1.8634584
-2.214241,-5.819645
-2.6224353,-5.7327805
-3.2237236,-5.3784575
-46.713028,1.6197634
-46.40497,2.3625777
-47.324448,2.910532
-47.922955,3.5201044
12.461975,-11.41593
-48.935463,3.794145
18.79704,-8.069306
-49.478317,4.5472984
6.677112,-4.1193767
-50.29759,4.07409
6.43772,-3.865536
-7.672098,-6.835739
-9.273116,-3.0400167
-8.058197,-6.5951405
-50.40659,4.57071
-9.574572,-3.4255114
-8.80723,-5.0142717
-9.078373,-5.981365
-10.9655905,-4.422992
-11.197547,-4.8126254
-11.291662,-4.898722
6.0232086,-5.8881497
3.4955904,-10.513639
-1.7534617,-8.568478
32.08615,-6.09773
-1.3779526,-1.8090367
4.2925673,-4.526336
35.42073,-3.012702
4.2470007,-2.6291206
6.08453,5.027873
12.773106,-10.613635
12.762743,-10.642637
3.6394866,-2.3599684
23.7825,11.162216
10.670891,7.4452896
-12.365937,-5.2024617
13.018419,-4.472436
29.329329,-4.761738
11.803165,-19.4318
12.866386,-4.19207
9.815667,-4.082889
-7.676638,13.287938
23.507187,-12.710175
9.644594,-3.8154635
24.645144,5.220619
16.635551,-1.9438838
7.7239747,-15.105506
8.767837,10.393022
7.4915323,-14.56504
9.187851,9.962291
0.698218,2.2646523
0.6480237,2.3596246
25.660336,2.5671077
35.07903,-5.4983068
24.26401,2.415401
19.959383,-7.6957383
22.148481,11.958725
7.393461,-13.528238
11.158782,10.046529
0.81741935,-7.3597093
17.453312,8.196418
8.350812,-13.015489
12.283413,10.334351
32.112164,-1.1976669
4.5139866,-2.6315
4.745339,3.5898247
2.0269642,5.132468
17.062826,7.6013412
20.260986,0.11631218
-3.6620412,-0.4537291
3.2153995,2.5387506
31.766403,3.570951
2.702655,2.8772876
21.466797,-8.546584
-0.10708978,6.9039483
-0.028539384,7.056989
31.264029,1.8954035
34.469227,-1.182476
10.1965065,11.416535
3.1342397,-1.3563087
19.379192,-7.514045
14.220887,2.737341
32.591103,-4.4101014
6.402086,-11.500696
5.475949,-12.198485
7.7351193,-2.6827238
-1.8758215,-9.54364
-3.010932,3.224342
1.6549662,0.20525901
6.6429806,-15.133972
27.221142,-7.303293
-1.1983409,-14.643136
4.4512615,8.609727
25.239445,-10.12515
18.36379,11.481252
5.829598,-15.051485
8.082132,-11.369833
8.0821,-11.370009
9.197785,-14.533572
2.6807213,7.8730397
5.317784,11.337994
5.7089143,10.954255
7.605928,-13.5220375
23.024529,-4.5984783
-9.858735,10.659433
9.999958,9.902435
29.662386,-5.990417
12.860756,4.887008
29.818295,6.3105774
27.483604,-8.203932
13.631249,7.1249003
3.8052607,-3.9102528
-5.096362,13.731485
-6.730939,13.112023
-7.015758,-15.25717
-7.564195,-14.540172
-7.4896507,-14.121159
-7.0124383,-14.036836
-6.8021045,-14.3956375
32.73756,-4.0778475
25.457247,3.073461
15.434381,-2.393584
10.429412,4.3805437
5.862183,-13.630615
12.63584,-3.0601351
22.26487,12.679273
24.758379,9.578634
16.876245,-13.365522
3.9600954,-11.2113695
-1.7068517,-12.420659
-2.1028273,-12.073464
-2.463127,-12.158851
4.5792203,-10.248333
28.527367,-6.5325923
28.11445,-7.315841
-2.2008798,-0.47433788
4.226918,-13.562333
-2.5614522,-13.107645
32.29109,-1.3945602
29.674833,-7.9932666
5.7758617,-11.287454
-1.0704272,-11.833965
17.499155,-12.5972
0.6191992,-8.399569
13.069194,13.030929
12.932558,12.513602
4.0104094,-12.572364
-1.6696291,-13.624853
29.65469,-0.60671633
-2.0874574,-13.582248
-1.7865214,0.3082976
1.2148786,-1.9416069
1.6953162,5.3262663
34.956684,3.023992
28.936188,10.118205
12.944912,7.117122
26.328737,7.3316073
31.460745,1.5008842
11.710222,8.4791
4.242776,5.58775
12.234621,-2.3977242
13.393541,-1.536783
4.1633186,5.644251
25.865082,1.0963225
