age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45,Private,39860,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,58,United-States,<=50K
29,Private,115748,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,3705,0,40,United-States,<=50K
43,Self-emp-inc,276631,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,34,Peru,>50K
42,Private,182548,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,47,United-States,>50K
39,Self-emp-not-inc,234002,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,263524,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
46,Private,77300,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
32,Private,105252,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
34,Private,171520,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Self-emp-not-inc,31644,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
53,State-gov,140743,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,65,United-States,>50K
36,Private,277534,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,<=50K
38,Self-emp-not-inc,332852,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99711,0,57,Canada,>50K
58,State-gov,202968,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,26372,Masters,14,Married-civ-spouse,Transport-moving,Husband,Black,Male,98975,0,58,United-States,>50K
34,Private,149423,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
52,Local-gov,177667,Masters,12,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
50,Private,186496,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,China,>50K
52,Private,112554,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,United-States,>50K
19,Private,431755,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,190237,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,>50K
30,Private,161207,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,64,United-States,>50K
29,Private,288553,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,113328,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,77,?,<=50K
43,Private,180208,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,Canada,>50K
24,Private,46417,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,34,United-States,<=50K
19,Private,262343,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,95334,Some-college,10,Married-civ-spouse,Sales,Husband,White,Female,0,0,13,United-States,<=50K
47,Private,32429,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,73,United-States,>50K
22,Private,258504,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,50069,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K
46,Private,127433,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
52,Private,92960,Some-college,10,Separated,Prof-specialty,Husband,White,Male,6813,0,50,United-States,>50K
50,Federal-gov,81310,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,>50K
42,Private,213909,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
45,Private,104491,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
77,?,261863,7th-8th,5,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
32,Private,220656,Some-college,10,Separated,Other-service,Other-relative,White,Male,0,0,6,United-States,<=50K
39,Self-emp-not-inc,251871,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3857,0,40,United-States,>50K
19,Private,198987,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1970,46,United-States,<=50K
42,Private,230278,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
47,Private,303164,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K
42,Federal-gov,437599,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,China,>50K
48,Self-emp-not-inc,265488,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,21,United-States,>50K
60,Private,127395,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,76,United-States,>50K
35,Private,152851,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,249804,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,23146,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,?,321300,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,18674,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
18,Private,347655,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,99090,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1869,59,United-States,>50K
48,State-gov,344417,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,31,United-States,<=50K
61,Private,117003,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,34,United-States,<=50K
29,Private,169953,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,342492,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Private,216523,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,5793,0,40,United-States,>50K
44,Private,141813,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Dominican-Republic,<=50K
40,Private,367056,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6271,0,70,United-States,>50K
51,Private,329356,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,165243,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
32,Private,257914,10th,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,14585,0,58,United-States,>50K
25,Private,186487,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,59,United-States,>50K
23,?,222897,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,36,Canada,<=50K
51,Private,160306,11th,6,Divorced,Sales,Unmarried,White,Female,0,0,12,United-States,<=50K
27,Private,217386,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,6021,0,40,United-States,>50K
61,Self-emp-inc,93274,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,>50K
48,Private,302180,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,36,United-States,<=50K
48,Federal-gov,290718,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,169459,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,<=50K
31,Private,177763,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K
52,Federal-gov,396899,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
50,Private,159114,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,5631,0,45,United-States,>50K
64,Local-gov,691165,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
28,Private,165567,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,32,United-States,<=50K
62,Self-emp-not-inc,188477,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,10,United-States,>50K
29,Private,38204,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
31,?,179753,11th,6,Widowed,?,Own-child,White,Female,6595,0,13,United-States,<=50K
54,Self-emp-not-inc,210456,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,United-States,>50K
55,Self-emp-inc,298269,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
17,Private,44268,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States,<=50K
47,Private,72149,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Black,Female,5753,0,45,United-States,<=50K
56,Private,77244,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,28,Puerto-Rico,<=50K
33,Private,49406,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,>50K
49,Private,174196,11th,7,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,United-States,>50K
43,Private,414207,HS-grad,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1987,40,United-States,>50K
23,Private,350231,9th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
53,Local-gov,138271,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,71,United-States,>50K
56,Private,444640,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
29,Private,109777,Bachelors,13,Divorced,Transport-moving,Not-in-family,White,Male,0,0,34,United-States,<=50K
33,Private,270571,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K
30,Private,196845,10th,6,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,Mexico,<=50K
57,Private,111364,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
47,Private,245609,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
46,Private,377609,Some-college,10,Married-civ-spouse,Tech-support,Husband,Other,Male,6669,0,40,United-States,>50K
46,Private,147208,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
39,Private,175117,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States,>50K
24,Private,357281,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
42,State-gov,322837,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,91318,0,50,United-States,>50K
44,Self-emp-inc,153248,Assoc-acdm,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,356839,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K
38,Private,222553,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,>50K
52,Local-gov,414794,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,33,United-States,>50K
45,Private,169679,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
24,Private,86202,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,13,Philippines,<=50K
41,Private,290829,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
49,Self-emp-not-inc,202368,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1976,40,Philippines,>50K
39,Federal-gov,134919,Bachelors,13,Separated,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
57,Private,77250,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1888,40,United-States,>50K
46,Private,117756,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
44,Self-emp-inc,311444,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4418,0,48,United-States,>50K
38,Private,136607,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,68,Taiwan,>50K
38,Private,158743,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1020,50,United-States,>50K
22,Private,95600,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,1604,21,United-States,<=50K
42,Private,351155,HS-grad,9,Separated,Sales,Unmarried,Black,Female,5715,0,57,?,>50K
43,Private,189629,10th,7,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,17,United-States,<=50K
34,Private,194786,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,235984,9th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,27,United-States,<=50K
54,Private,127909,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,50,China,>50K
17,Private,211293,Preschool,7,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
45,Private,314986,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
25,Self-emp-inc,413008,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K
58,Private,72661,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
38,Self-emp-inc,280352,Prof-school,13,Divorced,Prof-specialty,Unmarried,White,Female,8588,0,58,United-States,<=50K
30,Private,259126,5th-6th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,249538,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
64,Self-emp-not-inc,158264,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,259858,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
53,Private,125904,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,Private,343981,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,189693,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,21,United-States,<=50K
18,Private,177784,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,11,United-States,<=50K
39,Self-emp-not-inc,185392,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
24,Local-gov,272569,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,58,United-States,<=50K
43,Private,190830,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,6023,0,40,United-States,>50K
37,Private,27055,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,0,0,57,?,<=50K
39,Self-emp-not-inc,165991,7th-8th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,>50K
28,Private,279170,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
31,Private,194175,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,57,United-States,>50K
54,Local-gov,102753,HS-grad,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,34,United-States,<=50K
41,Self-emp-not-inc,378962,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,>50K
37,Private,152539,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,14833,0,40,United-States,>50K
56,Federal-gov,50324,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Private,163592,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K
42,Private,38132,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Male,4468,0,40,United-States,<=50K
33,Local-gov,636979,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Private,332175,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,>50K
45,Private,131788,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Private,179710,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
63,Private,166585,Bachelors,13,Never-married,Craft-repair,Unmarried,White,Male,0,0,45,United-States,<=50K
50,Private,204629,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,4837,0,50,United-States,>50K
63,Self-emp-inc,152505,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5846,0,40,United-States,>50K
35,Private,174635,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
49,Private,25422,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,1752,0,46,United-States,>50K
26,Private,45243,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
46,Private,168539,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
54,Private,183697,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Black,Male,0,1889,48,United-States,>50K
45,Private,144581,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
61,Private,134313,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
38,Private,148119,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Peru,<=50K
20,Private,163398,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,<=50K
33,Self-emp-not-inc,398968,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
29,Private,215610,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K
52,Private,182055,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2384,40,United-States,>50K
44,Self-emp-not-inc,159571,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,11,United-States,<=50K
21,Private,336259,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,19,United-States,<=50K
24,Private,211839,HS-grad,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
37,Private,424164,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,14856,0,65,United-States,>50K
44,Private,33705,1st-4th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,49,United-States,>50K
56,State-gov,156346,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
25,Private,126267,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,58,United-States,>50K
44,Private,169004,Prof-school,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,63,United-States,>50K
54,Private,189007,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,27787,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,5508,0,50,United-States,<=50K
63,Private,165823,Masters,14,Divorced,Tech-support,Not-in-family,Black,Female,0,0,40,United-States,<=50K
58,Private,136737,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States,<=50K
58,Private,212719,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
53,Private,221404,Some-college,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,5926,0,40,United-States,>50K
38,Private,138615,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,China,>50K
39,Private,204608,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,189135,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States,>50K
50,Private,114131,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,59,United-States,>50K
38,Private,47500,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,215355,Some-college,10,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
26,Private,216913,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,34,United-States,>50K
45,Local-gov,184419,Some-college,10,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
20,?,359871,7th-8th,5,Never-married,?,Own-child,White,Male,8874,0,40,?,<=50K
43,Local-gov,399316,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6349,0,50,United-States,>50K
28,Private,106869,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,1594,40,United-States,<=50K
29,Private,165501,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,10881,0,50,United-States,>50K
41,Private,202668,Bachelors,13,Divorced,Farming-fishing,Unmarried,White,Male,0,0,54,Canada,<=50K
25,State-gov,34207,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,34,United-States,<=50K
42,Private,159663,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,>50K
36,Private,250701,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,170644,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
41,Private,66014,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
30,Private,265452,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,1589,40,United-States,<=50K
49,Local-gov,166075,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Cuba,>50K
38,Private,163101,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,>50K
41,Private,316397,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
48,Private,262750,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
26,Self-emp-inc,187496,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,31,United-States,<=50K
39,Private,122479,9th,4,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,68,United-States,<=50K
38,Private,225514,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,354698,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,1625,40,United-States,<=50K
17,Private,100442,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
44,Private,223658,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,168034,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,1895,59,United-States,>50K
33,Private,113141,7th-8th,4,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,174195,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
41,Private,27454,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,14755,0,40,United-States,<=50K
45,Private,25901,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,189901,Some-college,10,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K
57,Private,195550,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
26,Self-emp-not-inc,289813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
40,Self-emp-not-inc,235411,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,22,Dominican-Republic,<=50K
29,Private,220541,9th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,221839,HS-grad,9,Married-spouse-absent,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
29,Private,179004,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,141982,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
21,Private,832858,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,19967,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
