age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
31,State-gov,176743,Assoc-voc,Never-married,Priv-house-serv,Husband,White,Female,0,1,0,United-States,>50K
26,Private,132941,Bachelors,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,1,1,0,India,<=50K
32,Self-emp-not-inc,179594,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,0,United-States,<=50K
29,Private,119706,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,0,United-States,>50K
33,Federal-gov,168243,11th,Never-married,Craft-repair,Husband,White,Male,1,0,0,United-States,<=50K
24,Private,111152,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,1,0,2,United-States,<=50K
34,Self-emp-not-inc,150616,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,>50K
32,Self-emp-not-inc,157908,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,India,<=50K
26,Private,136196,11th,Never-married,Tech-support,Own-child,White,Male,0,1,0,Haiti,<=50K
28,Self-emp-not-inc,143298,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,India,<=50K
29,Self-emp-not-inc,138613,Bachelors,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,1,0,United-States,>50K
29,Private,142482,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Female,0,1,2,United-States,<=50K
28,Federal-gov,173966,Bachelors,Never-married,Other-service,Husband,White,Male,0,1,0,United-States,<=50K
28,Self-emp-not-inc,116950,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,1,0,India,>50K
30,Self-emp-inc,131718,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
29,Self-emp-not-inc,136474,HS-grad,Never-married,Other-service,Own-child,White,Female,0,1,0,United-States,<=50K
23,Self-emp-not-inc,106862,Bachelors,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,1,0,0,United-States,>50K
33,Self-emp-not-inc,125498,11th,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,Haiti,<=50K
37,Federal-gov,141166,Bachelors,Never-married,Sales,Husband,Black,Male,0,1,0,United-States,<=50K
26,Private,114821,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,0,Nicaragua,>50K
24,Self-emp-not-inc,113012,Bachelors,Married-civ-spouse,Other-service,Own-child,White,Male,0,1,0,India,>50K
24,Private,92497,11th,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,1,2,Nicaragua,>50K
32,Self-emp-not-inc,149636,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,1,1,0,India,>50K
34,State-gov,163772,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,>50K
29,Self-emp-inc,154908,HS-grad,Married-civ-spouse,Sales,Husband,Black,Female,1,1,0,United-States,<=50K
32,Self-emp-not-inc,163887,Some-college,Never-married,Priv-house-serv,Husband,White,Female,1,0,0,United-States,<=50K
31,Self-emp-not-inc,164975,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,1,1,0,United-States,<=50K
20,Private,95855,Bachelors,Separated,Sales,Husband,White,Male,0,1,0,United-States,>50K
31,Self-emp-not-inc,134852,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Female,0,1,2,Haiti,<=50K
26,Self-emp-not-inc,130208,Bachelors,Married-civ-spouse,Sales,Own-child,White,Female,0,1,2,United-States,<=50K
30,Self-emp-not-inc,168717,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,0,2,United-States,>50K
33,Self-emp-not-inc,185045,Assoc-acdm,Never-married,Sales,Husband,White,Female,1,0,0,United-States,<=50K
28,Self-emp-not-inc,160294,HS-grad,Never-married,Other-service,Husband,White,Female,0,0,2,United-States,>50K
22,Private,88734,Assoc-voc,Never-married,Craft-repair,Husband,Black,Male,1,1,0,United-States,>50K
27,Self-emp-not-inc,207304,Some-college,Never-married,Protective-serv,Husband,White,Female,0,1,0,United-States,>50K
28,Self-emp-not-inc,202967,Bachelors,Never-married,Protective-serv,Husband,White,Male,0,0,0,United-States,>50K
25,Self-emp-not-inc,118000,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,1,0,United-States,<=50K
29,Federal-gov,134276,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,1,0,0,Haiti,>50K
27,Self-emp-not-inc,120638,Assoc-voc,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,2,India,>50K
20,Self-emp-not-inc,57358,11th,Divorced,Sales,Not-in-family,White,Male,1,1,0,Mexico,<=50K
33,Self-emp-not-inc,145919,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Black,Male,0,1,0,United-States,>50K
31,Self-emp-not-inc,165326,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,<=50K
35,Self-emp-not-inc,166207,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
29,Self-emp-not-inc,129975,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,>50K
27,Private,120901,11th,Married-civ-spouse,Sales,Own-child,White,Female,0,1,0,United-States,<=50K
33,Self-emp-not-inc,147118,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,0,1,2,United-States,<=50K
24,Self-emp-not-inc,127133,Assoc-acdm,Divorced,Machine-op-inspct,Own-child,White,Female,1,1,0,Mexico,>50K
31,Self-emp-not-inc,162943,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,India,>50K
29,Self-emp-not-inc,121250,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,White,Female,1,0,0,United-States,>50K
28,Self-emp-not-inc,183807,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,0,1,0,United-States,>50K
29,Private,132709,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,1,1,0,Haiti,<=50K
33,Self-emp-not-inc,158562,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
33,Private,159405,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Female,1,1,0,United-States,<=50K
29,Federal-gov,160672,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,0,United-States,<=50K
30,Private,115397,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,0,1,0,United-States,<=50K
35,State-gov,157875,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,United-States,<=50K
28,Self-emp-not-inc,127583,HS-grad,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,0,1,0,United-States,<=50K
30,Self-emp-not-inc,161141,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,0,United-States,<=50K
28,Federal-gov,195183,Bachelors,Never-married,Farming-fishing,Husband,White,Male,0,1,2,United-States,<=50K
32,Self-emp-not-inc,154203,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,0,United-States,<=50K
31,Private,176577,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,0,1,2,India,>50K
25,Self-emp-inc,106303,Bachelors,Never-married,Tech-support,Husband,Black,Male,0,1,2,India,<=50K
32,Private,138620,Bachelors,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,1,0,United-States,>50K
28,Self-emp-not-inc,129866,Bachelors,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0,0,0,United-States,<=50K
36,Private,181080,11th,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,>50K
32,Self-emp-not-inc,163127,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
34,Local-gov,173791,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1,2,United-States,<=50K
35,State-gov,168749,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,1,0,United-States,<=50K
26,Federal-gov,177095,Bachelors,Never-married,Other-service,Husband,Black,Male,0,1,0,United-States,>50K
34,State-gov,161618,Bachelors,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,1,0,United-States,<=50K
26,Private,119045,Bachelors,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,0,United-States,<=50K
33,Self-emp-not-inc,148114,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,<=50K
30,State-gov,181737,11th,Never-married,Priv-house-serv,Husband,White,Female,1,1,0,India,<=50K
34,Self-emp-not-inc,138459,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
27,Self-emp-not-inc,190741,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
27,Private,127485,Bachelors,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
28,Federal-gov,128025,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Female,0,1,2,United-States,>50K
32,Private,153238,HS-grad,Married-civ-spouse,Tech-support,Not-in-family,White,Male,1,1,0,United-States,<=50K
32,Self-emp-not-inc,132025,Some-college,Never-married,Other-service,Husband,Black,Male,0,1,0,Nicaragua,<=50K
30,Self-emp-not-inc,128762,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,2,United-States,<=50K
25,Private,137819,Some-college,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,0,India,<=50K
33,State-gov,174938,Some-college,Never-married,Sales,Husband,Black,Female,0,0,0,United-States,>50K
31,Local-gov,169232,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,United-States,>50K
23,Private,87821,11th,Never-married,Other-service,Own-child,Black,Female,0,0,2,United-States,>50K
27,Self-emp-inc,154165,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,1,2,India,>50K
25,Self-emp-not-inc,130786,HS-grad,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,1,0,2,United-States,<=50K
24,Private,106531,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,2,United-States,<=50K
26,Private,124026,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,2,India,>50K
29,Private,149140,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,1,0,United-States,>50K
27,Self-emp-not-inc,112201,Assoc-voc,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,1,0,United-States,>50K
27,State-gov,125605,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,1,1,2,Haiti,>50K
32,Self-emp-not-inc,167435,Some-college,Never-married,Sales,Husband,White,Male,0,0,0,United-States,<=50K
35,Self-emp-not-inc,201345,Some-college,Never-married,Craft-repair,Husband,White,Female,0,1,0,United-States,>50K
25,Self-emp-not-inc,114948,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,Mexico,>50K
29,Private,138496,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,1,0,United-States,<=50K
28,Self-emp-not-inc,181075,Some-college,Never-married,Farming-fishing,Husband,White,Male,0,1,0,United-States,>50K
29,Self-emp-not-inc,177821,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,India,>50K
32,Self-emp-not-inc,137717,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1,2,United-States,<=50K
26,Local-gov,217471,Some-college,Never-married,Craft-repair,Husband,Black,Female,0,1,2,United-States,<=50K
29,Private,136235,HS-grad,Married-civ-spouse,Other-service,Own-child,White,Female,0,1,0,United-States,>50K
20,Federal-gov,186202,Some-college,Never-married,Adm-clerical,Husband,Black,Female,1,0,2,United-States,<=50K
28,Self-emp-not-inc,148859,11th,Never-married,Machine-op-inspct,Husband,White,Female,0,1,2,United-States,<=50K
32,Private,156787,Bachelors,Never-married,Sales,Husband,White,Female,0,1,0,United-States,>50K
28,Private,123981,11th,Married-civ-spouse,Other-service,Husband,White,Female,1,1,2,United-States,>50K
27,Private,130173,Assoc-voc,Never-married,Sales,Husband,Black,Male,1,0,0,United-States,>50K
30,Self-emp-not-inc,138576,Bachelors,Never-married,Sales,Husband,White,Male,0,1,0,United-States,<=50K
28,Private,139549,Bachelors,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
26,Self-emp-not-inc,142772,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
25,Self-emp-not-inc,105609,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1,0,Puerto-Rico,>50K
34,Self-emp-not-inc,184092,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,Vietnam,<=50K
24,Self-emp-not-inc,128647,HS-grad,Never-married,Other-service,Husband,White,Female,1,1,2,India,<=50K
28,Private,137366,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,>50K
29,Local-gov,163167,Bachelors,Never-married,Other-service,Husband,White,Male,0,1,0,Mexico,>50K
27,Local-gov,153146,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,>50K
28,Self-emp-not-inc,139429,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Female,1,1,0,United-States,<=50K
29,Private,139476,Bachelors,Married-civ-spouse,Adm-clerical,Own-child,Black,Male,0,1,0,United-States,>50K
25,Self-emp-not-inc,173980,Assoc-acdm,Separated,Priv-house-serv,Husband,Black,Female,0,1,0,Puerto-Rico,<=50K
33,State-gov,156347,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Female,0,0,0,United-States,>50K
16,Private,41595,Masters,Married-civ-spouse,Other-service,Own-child,Black,Female,1,1,2,United-States,>50K
24,Self-emp-not-inc,127348,11th,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1,0,India,>50K
23,Self-emp-not-inc,213353,Some-college,Never-married,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
36,Federal-gov,158595,Some-college,Separated,Machine-op-inspct,Husband,White,Female,0,0,0,United-States,<=50K
31,Federal-gov,171283,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Female,0,0,0,United-States,>50K
26,Self-emp-not-inc,208297,Bachelors,Never-married,Other-service,Husband,White,Male,0,1,0,United-States,>50K
24,Self-emp-not-inc,106384,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,2,India,<=50K
34,Self-emp-not-inc,166333,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,0,Haiti,<=50K
26,Self-emp-not-inc,145410,Assoc-voc,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,1,0,India,<=50K
29,Self-emp-not-inc,135019,Bachelors,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,1,1,0,United-States,>50K
29,Self-emp-not-inc,169163,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,United-States,<=50K
29,Private,108316,11th,Divorced,Craft-repair,Own-child,White,Male,0,1,2,United-States,<=50K
28,Self-emp-not-inc,113847,11th,Married-civ-spouse,Sales,Own-child,White,Female,1,0,2,United-States,<=50K
25,Federal-gov,191997,HS-grad,Married-civ-spouse,Priv-house-serv,Husband,White,Female,1,0,2,United-States,<=50K
31,Federal-gov,152220,Some-college,Separated,Craft-repair,Husband,White,Male,0,1,2,United-States,<=50K
32,Self-emp-not-inc,171346,Bachelors,Never-married,Tech-support,Husband,White,Female,0,0,2,United-States,<=50K
25,Federal-gov,183549,Bachelors,Never-married,Sales,Husband,White,Male,0,0,0,United-States,<=50K
24,Self-emp-not-inc,98690,11th,Married-civ-spouse,Craft-repair,Own-child,White,Male,1,0,0,India,<=50K
30,Local-gov,151775,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,1,0,0,India,>50K
32,Federal-gov,169737,Bachelors,Never-married,Other-service,Husband,White,Female,0,0,0,United-States,>50K
27,Self-emp-not-inc,120641,Bachelors,Married-civ-spouse,Other-service,Husband,White,Female,0,0,0,United-States,<=50K
30,Self-emp-not-inc,162648,HS-grad,Never-married,Craft-repair,Husband,White,Female,0,0,0,United-States,<=50K
24,Private,102389,Some-college,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,1,0,India,<=50K
27,Private,146491,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,Female,1,1,0,United-States,<=50K
19,Private,119658,11th,Divorced,Sales,Husband,White,Female,1,1,0,El-Salvador,<=50K
30,Self-emp-not-inc,162678,Bachelors,Never-married,Priv-house-serv,Husband,White,Female,0,0,2,United-States,<=50K
33,Local-gov,164409,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
25,State-gov,120113,HS-grad,Never-married,Machine-op-inspct,Husband,White,Female,1,1,2,United-States,<=50K
32,Self-emp-not-inc,171432,Some-college,Never-married,Other-service,Husband,White,Female,0,1,0,United-States,>50K
32,Self-emp-not-inc,155032,HS-grad,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,0,Haiti,<=50K
23,Self-emp-not-inc,110615,HS-grad,Separated,Other-service,Not-in-family,White,Male,0,1,0,India,>50K
32,Private,163273,HS-grad,Married-civ-spouse,Sales,Own-child,White,Female,1,1,2,United-States,<=50K
28,Federal-gov,205754,Some-college,Never-married,Farming-fishing,Husband,Black,Female,0,1,2,United-States,<=50K
30,Private,130750,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,1,0,0,United-States,>50K
27,Private,126674,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,0,United-States,>50K
20,Self-emp-not-inc,109386,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,0,India,<=50K
30,Self-emp-not-inc,139595,Bachelors,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,1,0,United-States,<=50K
25,Self-emp-not-inc,125472,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Female,1,1,0,United-States,>50K
32,State-gov,129524,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,1,1,0,United-States,<=50K
27,Local-gov,117358,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Female,0,1,0,United-States,<=50K
25,State-gov,141789,HS-grad,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
27,Private,113909,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,1,1,2,India,>50K
31,State-gov,159056,Bachelors,Separated,Machine-op-inspct,Husband,White,Female,0,1,0,United-States,<=50K
29,Private,142336,HS-grad,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,Haiti,<=50K
24,Private,137271,Some-college,Married-civ-spouse,Other-service,Husband,White,Female,0,1,0,United-States,<=50K
29,Private,128400,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Female,0,1,0,United-States,>50K
23,Self-emp-not-inc,111939,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,1,2,United-States,<=50K
30,Private,135663,HS-grad,Never-married,Craft-repair,Husband,White,Male,0,1,2,United-States,>50K
29,Self-emp-not-inc,144877,Some-college,Never-married,Other-service,Husband,White,Male,1,0,2,United-States,>50K
34,Private,143214,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,0,United-States,>50K
34,Self-emp-not-inc,169266,Bachelors,Never-married,Craft-repair,Husband,White,Male,1,1,0,United-States,>50K
27,Self-emp-inc,147255,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,1,1,0,India,>50K
26,Self-emp-not-inc,130464,Bachelors,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,1,1,2,India,<=50K
30,State-gov,151602,Bachelors,Never-married,Other-service,Husband,White,Female,0,1,0,United-States,>50K
34,Federal-gov,166269,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1,0,United-States,>50K
34,Self-emp-not-inc,162260,11th,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1,0,India,<=50K
26,Self-emp-not-inc,102426,11th,Never-married,Craft-repair,Husband,White,Male,0,1,0,United-States,>50K
22,Federal-gov,146231,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1,2,United-States,<=50K
32,Self-emp-not-inc,162278,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,1,0,United-States,<=50K
27,State-gov,164793,Bachelors,Never-married,Craft-repair,Husband,White,Female,0,1,0,United-States,>50K
28,Self-emp-not-inc,207399,Some-college,Never-married,Adm-clerical,Husband,White,Female,0,1,0,United-States,>50K
21,Self-emp-not-inc,96899,Assoc-voc,Never-married,Machine-op-inspct,Husband,White,Male,0,1,0,United-States,<=50K
24,Private,108248,HS-grad,Married-civ-spouse,Other-service,Own-child,Black,Female,0,0,0,United-States,<=50K
27,Self-emp-not-inc,152739,Some-college,Married-civ-spouse,Other-service,Husband,Black,Female,0,1,0,India,<=50K
29,State-gov,140788,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Female,0,1,0,United-States,<=50K
30,Self-emp-not-inc,179025,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1,2,India,<=50K
