age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
38.0,Private,207202.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
35.0,Private,144401.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,0,Philippines,>50K
45.0,Private,40666.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,Italy,<=50K
42.0,Local-gov,261899.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
28.0,Private,292120.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
36.0,Private,269042.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0,Laos,<=50K
59.0,Federal-gov,100931.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,>50K
27.0,Private,148429.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
46.0,Private,295334.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
62.0,Private,588484.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
63.0,Private,114011.0,11th,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
56.0,Self-emp-inc,165881.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
51.0,Private,123703.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,0,United-States,>50K
37.0,Private,312766.0,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
41.0,Private,274363.0,Some-college,Separated,Sales,Not-in-family,White,Male,0,0,2,United-States,>50K
55.0,Private,173832.0,Masters,Divorced,Sales,Not-in-family,White,Male,1,0,0,United-States,>50K
53.0,Private,191565.0,1st-4th,Divorced,Other-service,Unmarried,Black,Female,0,0,0,Dominican-Republic,<=50K
30.0,Private,170130.0,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
40.0,Private,199689.0,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
43.0,Private,191982.0,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
67.0,Self-emp-inc,330144.0,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
52.0,Private,152234.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,1,0,0,Japan,>50K
32.0,Private,36467.0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
44.0,Local-gov,145178.0,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,0,Jamaica,>50K
36.0,Local-gov,74593.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
28.0,Private,356555.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
34.0,Private,212064.0,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,1,0,0,United-States,<=50K
45.0,State-gov,198660.0,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
60.0,Private,125832.0,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,Canada,<=50K
40.0,Private,179557.0,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
66.0,Private,117746.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
42.0,Private,67243.0,1st-4th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,Portugal,>50K
64.0,Self-emp-not-inc,169604.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
30.0,Local-gov,164493.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
51.0,Self-emp-not-inc,168539.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
45.0,Private,176917.0,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,0,United-States,<=50K
31.0,Private,196227.0,HS-grad,Separated,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
48.0,Federal-gov,435503.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
53.0,Private,56213.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
45.0,State-gov,130206.0,HS-grad,Divorced,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,<=50K
31.0,Private,168906.0,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
20.0,Private,94364.0,Some-college,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,0,United-States,<=50K
54.0,Federal-gov,89705.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
34.0,Private,217460.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
41.0,Private,694105.0,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,0,United-States,<=50K
32.0,Private,168854.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1,2,United-States,>50K
29.0,Private,124680.0,Bachelors,Never-married,Sales,Not-in-family,White,Female,1,0,0,United-States,>50K
30.0,Private,149531.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
51.0,Self-emp-not-inc,321865.0,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
37.0,Private,188069.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
36.0,Private,257691.0,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
38.0,Private,33394.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
34.0,Self-emp-inc,119411.0,Some-college,Never-married,Transport-moving,Unmarried,White,Male,0,0,0,United-States,<=50K
34.0,Private,398988.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
41.0,Self-emp-not-inc,238184.0,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,0,United-States,<=50K
26.0,Private,165418.0,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
41.0,Private,160785.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
43.0,Private,437318.0,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
67.0,Private,72776.0,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,0,United-States,<=50K
33.0,Private,317660.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
60.0,,153072.0,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
39.0,Local-gov,272166.0,Bachelors,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,0,United-States,<=50K
45.0,Private,20534.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
48.0,Private,247895.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,0,United-States,>50K
33.0,Private,84154.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,<=50K
42.0,Self-emp-inc,282069.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
42.0,Private,366180.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
44.0,Self-emp-not-inc,195486.0,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,2,Jamaica,<=50K
41.0,Private,152529.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,>50K
36.0,Private,191754.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
23.0,,370057.0,Some-college,Never-married,,Unmarried,White,Female,0,0,0,United-States,<=50K
23.0,Private,412248.0,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
43.0,State-gov,33331.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,2,United-States,>50K
45.0,Private,186272.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,1,0,0,United-States,>50K
46.0,Private,423222.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0,United-States,>50K
73.0,Private,57435.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
26.0,Private,86483.0,10th,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
60.0,State-gov,119832.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
43.0,Private,243580.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
27.0,Private,177955.0,Bachelors,Never-married,Tech-support,Own-child,White,Female,0,0,0,Mexico,<=50K
18.0,Private,293510.0,12th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,0,United-States,<=50K
32.0,Private,193260.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0,Philippines,<=50K
31.0,Private,227446.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,Cuba,>50K
22.0,Private,52262.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
50.0,State-gov,24185.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
30.0,Private,345522.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,2,United-States,>50K
19.0,Private,210509.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
24.0,Self-emp-not-inc,345420.0,7th-8th,Never-married,Farming-fishing,Other-relative,White,Male,0,0,2,United-States,<=50K
47.0,Private,220124.0,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
26.0,Local-gov,150226.0,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
40.0,Local-gov,36296.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
33.0,Private,172304.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
38.0,Self-emp-not-inc,423616.0,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,>50K
30.0,Private,114691.0,Bachelors,Never-married,Adm-clerical,Other-relative,White,Male,0,0,0,United-States,<=50K
46.0,Self-emp-inc,222829.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
44.0,Private,183342.0,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
64.0,Local-gov,209899.0,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
35.0,Private,341643.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
39.0,Self-emp-not-inc,65716.0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,>50K
26.0,Private,187577.0,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
51.0,Private,276214.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
68.0,Private,204680.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
60.0,Self-emp-inc,376133.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,0,United-States,>50K
29.0,Self-emp-not-inc,160786.0,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
26.0,Private,135645.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
62.0,Private,78273.0,Some-college,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,0,United-States,<=50K
46.0,Private,149388.0,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
66.0,Self-emp-not-inc,325537.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
43.0,Private,187164.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
34.0,Private,121321.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
36.0,Self-emp-inc,216711.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,,>50K
20.0,Private,132139.0,10th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
21.0,Private,191789.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,,<=50K
33.0,Private,178587.0,Some-college,Separated,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
33.0,Self-emp-not-inc,99761.0,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
63.0,Local-gov,241404.0,Some-college,Divorced,Protective-serv,Not-in-family,White,Female,0,0,0,United-States,<=50K
52.0,Private,240612.0,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,Peru,>50K
24.0,Private,316438.0,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,0,Mexico,<=50K
58.0,Local-gov,100054.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
41.0,,217921.0,9th,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,0,Hong,<=50K
46.0,Federal-gov,167381.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,>50K
30.0,Local-gov,264936.0,Bachelors,Separated,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,<=50K
45.0,Private,175925.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
38.0,Private,297449.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,0,2,United-States,>50K
46.0,Private,114032.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,1,1,United-States,>50K
34.0,Private,228873.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
50.0,Self-emp-not-inc,371305.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,1,2,United-States,>50K
31.0,Private,144949.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
40.0,,438427.0,Assoc-acdm,Separated,,Unmarried,Black,Female,0,0,2,United-States,<=50K
22.0,Private,191460.0,10th,Never-married,Sales,Unmarried,Black,Female,0,0,0,United-States,<=50K
51.0,Federal-gov,914061.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
39.0,Private,358753.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,United-States,>50K
27.0,Private,66473.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
41.0,Private,421837.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
27.0,Private,203776.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
28.0,Private,175537.0,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
44.0,Private,438696.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
37.0,Private,125167.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
22.0,State-gov,24896.0,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
43.0,Private,144778.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
65.0,,146722.0,12th,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
65.0,,193365.0,Some-college,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
19.0,Private,410632.0,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
50.0,Private,128798.0,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,>50K
39.0,Self-emp-not-inc,339029.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
43.0,Private,221550.0,Bachelors,Separated,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
20.0,Private,217467.0,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,0,United-States,<=50K
36.0,Private,192939.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
27.0,Private,69132.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
24.0,State-gov,197731.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
40.0,Private,229148.0,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
35.0,Private,103710.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
62.0,Private,202958.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
25.0,Private,113099.0,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
35.0,Private,187625.0,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
36.0,Private,114765.0,10th,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
32.0,Private,195447.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
45.0,Private,160428.0,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K
50.0,Private,192964.0,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
53.0,Private,53833.0,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
66.0,,28367.0,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
52.0,Private,220984.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
50.0,Private,97741.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,>50K
17.0,Private,40432.0,10th,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
51.0,Private,257756.0,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,2,United-States,>50K
26.0,Private,285367.0,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Male,1,0,0,United-States,<=50K
60.0,Private,27886.0,7th-8th,Divorced,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
33.0,Private,104620.0,Masters,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,<=50K
23.0,Private,236769.0,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
24.0,Private,131230.0,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
42.0,Federal-gov,177937.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,,<=50K
55.0,Private,179534.0,11th,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,0,United-States,<=50K
58.0,Private,136841.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,0,United-States,>50K
30.0,Private,437825.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,Peru,<=50K
20.0,Private,183594.0,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
41.0,Private,46221.0,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,2,United-States,>50K
34.0,Self-emp-not-inc,192900.0,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,<=50K
50.0,Private,179339.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K
20.0,Private,173724.0,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
46.0,Self-emp-not-inc,214627.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1,1,United-States,>50K
51.0,Private,457357.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
35.0,Local-gov,33943.0,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,0,United-States,>50K
48.0,Private,99385.0,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
42.0,Private,276218.0,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,>50K
46.0,Private,110171.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,United-States,>50K
39.0,Private,315776.0,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,1,0,2,United-States,>50K
51.0,Private,159604.0,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,>50K
54.0,State-gov,103179.0,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,2,United-States,>50K
55.0,Self-emp-not-inc,204387.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
32.0,Private,360689.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
31.0,Private,173473.0,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,>50K
40.0,State-gov,269733.0,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
20.0,,162667.0,HS-grad,Never-married,,Other-relative,White,Male,0,0,0,El-Salvador,<=50K
51.0,Self-emp-inc,274948.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
26.0,Local-gov,159662.0,10th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
81.0,Private,98116.0,Bachelors,Widowed,Sales,Not-in-family,White,Male,0,0,2,United-States,>50K
45.0,Private,306122.0,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,0,0,1,United-States,>50K
37.0,Self-emp-not-inc,362062.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
